text,label,source
"Сапасы жақсы.Маған үнады рахмет, сапасы жақсы екен.",5,kaspi
Бағасы.Мықты екен.,5,kaspi
Өте сапалы. Үлкен. Өте қатты ұнады.,5,kaspi
"Өте сапалы, ыңғайлы зонт. екеу алдым. Алғаныма еш өкінбеймін! Рахмет саған Каспи! .",5,kaspi
"Үлкен, ыңғайлы.Фонарик қосылмай жатса, бұрап ашып ішіндегі қағазын алып тастаңыз батареяға тиіп тұрған)",5,kaspi
"Өте керемет. Менін жолдасыма қатты ұнады, Каспиге рахмет.",5,kaspi
"Ыңғайлы, сапасы жақсы.Рахмет Каспи тауарларына әрдайым тапсырысым көңілден шығады.",5,kaspi
"Керемет қолшатыр, сапасы супер. Нағыз оригинал. Жеткізу да тез арада болды",5,kaspi
"Онша емес. Аламын дегендер болса, алмай ақ қойыңдар.",1,kaspi
"Әлі қолданған жоқпын, бірақ сапасы жақсы екен.",5,kaspi
"11 890 тг-ге алдым, сапасы керемет.",5,kaspi
"Маған қолшатыр қатты ұнады. Алғаныма көп болған жоқ. Сымдары мықты, матасы да күшті, екі адам ойланбастан сыяды, кәдімгі қолшатырға қарағанда, сапасы жағынан жоғары. Жаңбыр желге әлі ұстап қарамадым. Бұйырса оны да көреміз.",5,kaspi
"Жақсы, балама ұнады!",5,kaspi
Өте жақсы әзірге.,5,kaspi
"Өте күшті, ұнады.",5,kaspi
Жолдасыма сыйлыққа алдым. Ұнады.,5,kaspi
Жақсы телефон екен.Науишник жоқ екен.,4,kaspi
"Өте сапалы, бағасы да қолжетімді, қатты ұнады жалпы.",5,kaspi
"Керемет, ойымыздан шықты.",5,kaspi
Телефон жақсы жұмыс жасайды.,5,kaspi
Телефон жақсы.Жеткізу бір күн кешікті.,3,kaspi
"Алсаңыздар болады, сапасы керемет.",5,kaspi
"Жақсы телефон, ұнады маған. Рақмет Каспи.",5,kaspi
"Өте жақсы телефон, маған ұнады.",5,kaspi
"Анама сыйлық ретінде алып бердім, өте жақсы телефон.",5,kaspi
Телефон ұнады. Бағасына сай.,5,kaspi
"Мен бұл телефонды балама алып бердім, ол өте қуанышты, камерасы керемет түсіреді.",4,kaspi
"Жақсы сотка екен, фотаға, видеоға жақсы түсіреді, жылдамдығы күшті.Өте керемет смартфон, жеткізуші уақытылы әрі тез әкеліп берді.",5,kaspi
"Керемет екен, рахмет.",5,kaspi
Жақсы телефон арзан әрі сапалы. Уақытылы келді.,5,kaspi
"Маған ұнады, телефон жақсы, қуаты бір күнге жетеді.",5,kaspi
"Жақсы телефон, қатпайды. Дыбыстық, микрофон бәрі жақсы. Өзіме ұнады.",5,kaspi
Өте жақсы телефон.,5,kaspi
"Телефон сапасы өте жақсы,к үйеуіме алғанбыз, өзіне ұнады.",5,kaspi
Өте керемет. Маған ұнады.,5,kaspi
Өте жақсы сапада.,5,kaspi
Тауар жақсы.Желіні дұрыс көтермейді.,3,kaspi
"Ұяалытелефон қатып қалады, жөнді жұмыс жасамайды, қызыпкетеді, жалпы көңілден шықпады бағасына лайықты емес!",1,kaspi
Ұнады.,5,kaspi
Мықты телефон екен.,5,kaspi
"Телефон ұнады, өте жақсы!",5,kaspi
"Өте жақсы екен, көп уақытға жетеді.",5,kaspi
Бағасына тұрмайды.,1,kaspi
"Керемет, жақсы телефон. Қызыма сыйлыққа алдым, қатты ұнады.",5,kaspi
Телефон жақсы. Қызымызға сыйлыққа алдық.,5,kaspi
"Өте жақсы, қызыма ұнады.",5,kaspi
Өте жақсы. Маған қатты ұнады.,5,kaspi
Жақсы телефон.,5,kaspi
Өте жақсы телефон. Өте қатты ұнады.,5,kaspi
"Өте тамаша, бағасыда қолжетімді.",4,kaspi
"Жаксы телефон, маған ұнады.",4,kaspi
Өте жақсы телефон!,5,kaspi
Тауар өте қатты ұнады.,5,kaspi
Маған ұнады.,5,kaspi
Қатпайды жұмыс істеуі жақсы.Зарядтағыш нашар.,4,kaspi
Телефон керемет. Модель әдемі.Керемет. Ала беріңіздер.,5,kaspi
"Күшті екен.Жақы телефон екен, балама алғам.",5,kaspi
Камерасы нашар.Орташа. Бағасына тұрмайды.,3,kaspi
"Жақсы. Күшті екен, рахмет.",4,kaspi
"Телефон күйеуіме қатты ұнады, камера.",5,kaspi
"Күшті, маған қатты ұнады, камерасы супер.",5,kaspi
"Бағасына сай жақсы телефон, дауысы өте қатты шығады екен.",5,kaspi
"Қазірше бұл гаджетке баға беру қиындау шығар әлі толық меңгеріп қолданбадық бірақ дизайны, экраны, сапасы, сборкасы өте жақсы, керемет. Бағасына сай телефон. Камерасын 108 мп деген ол енді маркетинг жол болып табылад енді бір вау әсері жоқ. 108 деген менімше жәй аты ғана, бірақ меню қабығы Миюай 13 өте керемет, тура андроид ішіндегі қабығылардын еркешесі.",5,kaspi
Сапасы өте жақсы.,5,kaspi
Өте жақсы. Камера супер. Қуаты 24 сағатқа жетеді.Ұнады смартфон.,5,kaspi
"Жақсы телефон, өзіме қатты ұнады.",5,kaspi
Мықты телефон.,5,kaspi
Өте жылдам. Камерасы өте тамаша.,5,kaspi
"Өте жақсы екен, интернет тез.",4,kaspi
"Бағасына сай, ыңғайлы, жады ауқымды.",5,kaspi
Балама ұнады.Уақытында әкелді.,5,kaspi
Қазірше бұл телефонды алмауға кеңес берем.,1,kaspi
Керемет телефон. Курьер тез алып келді.,5,kaspi
Бағасына сай смартфон.,5,kaspi
Бағасы қол жетімді.,5,kaspi
"Өте жаксы телефон, айфонға ұксайды.",5,kaspi
"Жақсы телефон, бізге ұнады.Үлкендеу екен.",4,kaspi
"Жақсы телефон мынау, алсаң өкінбейсің.",5,kaspi
"Анық экран, сенсор жылдам.",5,kaspi
Аша салғанда қытайша тілде ауыстыру қиындау. Көлемі үлкендеу и ауырлап.Сатушы тексеріп көрсетіп берген жоқ.,3,kaspi
Телефон өте керемет! MI-COM-KZ сервисіне алғысым шексіз. Телефонға жауап беретін менеджер жігіт өте мәдениетті екен! Үйге жеткізіп берген курьер жігітке де рахмет! MI-COM-KZ сервисінің ұжымына сәттілік! Рахмет сіздерге!,5,kaspi
Смартфон балама ұнады. Арзан бағамен алып үлгергеніме қуаныштымын. Смартфонды сатып алуға кеңес беремінЧехол мен стеклосы жоқ екен комплектте. Алдағы уақытта болады деген үміттеміз.,5,kaspi
"Телефонға звонок дұрыс бармайды. Интернет дұрыс ұстамайды. Телефон дұрыс істемейді.Жөндейтін жері болса, айтыңыздаршы.",1,kaspi
Өте жақсы,5,kaspi
Сапасы жақсы,5,kaspi
"Жақсы, қызыма өте ұнады.",5,kaspi
"Күшті телефон, балама ұнады.",5,kaspi
"Керемет, жақсы. Тез арада әкеп берді.",5,kaspi
"Балама алған едім. Жаксы телефон. Дизайны, бәрі ұнады. Функциялары да оңай. Рақмет.",5,kaspi
Сотка жақсы.,5,kaspi
"Маған ұнады, сапасы өте жақсы.",5,kaspi
"Телефон ұнады балама алғам, сапасы жақсы Айфоннан кем емес, өте керемет сапасы.",5,kaspi
"Жақсы телефон, балама сыйлыққа алғам, қуанып қалды.",5,kaspi
Өз бағасына лайық.,5,kaspi
Керемет телефон.,5,kaspi
"Өте жақсы, маған ұнады.",5,kaspi
Өте ыңғайлы бағасына сай. Жеткізуі де өте жылдам рақмет Каспи дүкенге. Балама ұнады.,5,kaspi
"Алуға тұрарлық, бірақ біздің нарыққа келген бағасына сай келмейді)Дисплейге жарықтық қосқан және камераға, қуатын күшейткен, киноэффект, жарылысын кішірейткен. Зарядтасы 20% болғанда қойыңдар!",5,kaspi
"Өте жақсы, үлкен рахмет. Тез келді.",5,kaspi
"Ұнады, динамигі күшті.",5,kaspi
Телефонның қуаты тезірек қуатталады. Түсі өте әдемі. Жеткізуі өз уақытынан ерте келді.Ойланбай алып алуға болады.,5,kaspi
"Керемет телефон, алсаңыздар өкінбейсіздер. Камерасы жақсы.Адаптер мен наушник жоқ, бір сим карта ғана кетеді екен.",4,kaspi
"Қатып тұрады, 2 ай ғана болды ұстап жүргеніме.",3,kaspi
Өте сапалы,4,kaspi
Саламатсыздар. Сіздерге улкен алғыс. Өте жаксы. Жумыстарыңызға саттілік. Тез жеткізді. Унады.,5,kaspi
Тез әкеліп берді.Бағасы.Бәрі жақсы.,5,kaspi
Барлығы жақсы!Тапсырысты алдым.,4,kaspi
Телефон өте жақсы. Бағасына сай. Көңілімнен шықты.Жеткізу уақыты өте ұзақ болды.,4,kaspi
"Зарядкасы тез бітіп қалады, алуға тұрмайды.",1,kaspi
"Өте жақсы телефон, жеткізу қызметі сыпайы.",5,kaspi
"Ұнады, өте керемет телефон.Каспи, Алсер магазиніне айтар алғысым шексіз, рахмет.",5,kaspi
"Жеткізуі тез, және телефон да жақсы.",5,kaspi
Өте керемет маған ұнады.,5,kaspi
5G жоқ.,4,kaspi
"Заряды мықты, жылдам жұмыс жасайды, бәрі керемет. Бағасына лайық смартфон.",5,kaspi
"Өте керемет, бағасы ыңғайлы.",5,kaspi
"Адаптер жоқ екен. Басқа жақсы, көңілден шықты.",4,kaspi
"Айфонның аты Айфон, ең алғашқы Айфоным. Өте керемет!Жеткізу өте тез келді. Көп рахмет!",5,kaspi
Өте керемет екен.,5,kaspi
"Телефон әрине күшті, жеткізу де тез, бізге бәрі ұнады.",5,kaspi
Керемет.Арманымның біріне қол жеткіздім.,5,kaspi
Күшті сияқты.,5,kaspi
"Бәрі жақсы, маған ұнады.Тауарым келді, айтқан күнінен 2 кун ерте әкелді.",5,kaspi
Жақсы ойымдағы бағада алдым. Рахмет.,5,kaspi
Жақсы телефон. Ұнады.Тез жеткізді. Каспиге рахмет.,5,kaspi
"Керемет телефон, қызыма өте ұнады, армандап жүрген еді. Жеткізген жігітке рахмет, барлығын көрсетіп, түсіндірді!",5,kaspi
"Күшті, сынбай, тап таза болып келді.",5,kaspi
"Керемет, рахмет.",5,kaspi
Смартфон жақсы. Бірақ өте ұзақ зарятталады.,4,kaspi
Өте әдемі.,5,kaspi
Ұлымның туған күніне алдым. Ұлым өте риза!,5,kaspi
"Менің бірінші Айфоным. Бәрі жақсы сияқты, әзірше теріс жағын көрмедім",5,kaspi
"Өте керемет, сіңліме алған едім, ұнады, 1 күнге бармай жеткізіп берді, өте тамаша.",5,kaspi
Камерасы күшті! Ризамыз жалпы! Міндетті түрде адаптер алу керек! Қосымша тағы 10-15 мыңдай ақша керектігін ұмытпаңыздар!Шама келсе несиеге алмаңыздар!,5,kaspi
Жақсы жұмыс жасап тұр.,5,kaspi
"Өте сапалы, ыңғайлы телефон.Ресейге санкция салдарынан, бұл телефонның бағасы өсуі мүмкін.",4,kaspi
Өте қолайлы телефон.,5,kaspi
"Жақсы сотка екен.Тез келді, 2 күнде.",5,kaspi
Айфон 13 өте керемет.,5,kaspi
"Жақсы телефон, маған ұнады.",4,kaspi
"Қолға ыңғайлы, ұстаған кезде бірден қымбат екені байқалады. Суретке өте жақсы түсіреді. Андроидтан ауысқанда өзгеріс бірден байқалады. Аксессуарларының барлығы қымбат.",4,kaspi
"Өте жақсы телефон, өзіме ұнады.",5,kaspi
"Бәрі жақсы, қызыма ұнады. Ұстауға ыңғайлы.",5,kaspi
Бұл менің бірінші айфоным. Сапасы жақсы.,5,kaspi
"Өте жақсы, сапалы. Алыңыздар, өкінбейсіздер.",5,kaspi
"Керемет, ұялы телефон барлық жағынан.",5,kaspi
Интернет таратпай жатыр.,4,kaspi
"Өте жақсы.Жақсы оралып, сақталған.",5,kaspi
Батарея ұзаққа жетпей жатыр.,4,kaspi
Қызыма қатты ұнады. Жаңаөзен қаласына алдырдық. Тез келді. Рахмет.,5,kaspi
"Жақсы.Чехол, наушник, адаптер. Қымбат.",4,kaspi
Қуаты өте керемет.,4,kaspi
Жақсы жұмыс істейді екен.,5,kaspi
Өте қатты ұнады! Камерасы жақсы.,5,kaspi
"Күшті, ұнады.",5,kaspi
Жақсы екен.,5,kaspi
"Барлығына да 5+Рахмет, YouPhone!",5,kaspi
"Желімдің өте жақсы сапасы.2 рет тапсырыс бердім. Жеткізілуі тегін болды. 2 рет 2 күн кешіктіріп әкелді, тапсырыстың өте көп болуына байланысты деп түсіндірді.",5,kaspi
Өте жақсы кілегей. Уақытылы жеткізілді.,5,kaspi
"Өте жақсы, рахмет.",5,kaspi
Өте жақсы тиімді.,5,kaspi
Желім өте жақсы 100%.,5,kaspi
"Керемет, тиімді шағын, ең бастысы таза су.Уақытында келіп, тез орнатып барлығын түсіндіріп берді. Енді таза су ішетін боламыз.",5,kaspi
"Бағасы мен сапасы, бонусы да тиымды.Фильтр суы дәмді, экономно, чистая вода магазиныне рахмет уақытылы келіп орнатып берді.",5,kaspi
"Фильтр суы дәмді, экономно, чистая вода магазиныне рахмет уақытылы келіп орнатып берді.",5,kaspi
"Сапасы жақсы, маған ұнады.",5,kaspi
Біздің ауданда құрып беру қызметінің жоқтығы.Тез келді. Барлығы ұқыпты оралған. Уақытынан бұрын жеткізілді.,5,kaspi
"Пікірлерден орнатуы тез деп оқып едім, олай емес екен.Оператор жөнді жауап бергісі келмейді.",1,kaspi
Керемет. Ұнады.,1,kaspi
"Тез жеткізіп орнатып берді. Әзірге бәрі ұнап тұр, судың да дәмі өзгеше.",5,kaspi
Сүзгі өте керемет.,5,kaspi
"Дәмі тәтті, нәзік, шуы аз, жақсы фильтр. Таңдауыма қуаныштымын.Қол жетімді бағада дәмді су. Таңдасаңыз - өкінбейсіз. Каспиге рахмет.",5,kaspi
Өте керемет.,5,kaspi
"Бәрі жақсы, керемет.",5,kaspi
Өте керемет әрі тез.,5,kaspi
Су керемет.,5,kaspi
Фильтр өте керемет.,5,kaspi
Күшті. Бізге ұнады. Консультант қыз жақсы түсіндіреді.,5,kaspi
"Фильтр жақсы жасап тұр, өзім орнаттым қолдан келді, оңай екен.Орнату керек болса мені шақырыңдар!",5,kaspi
"Мен күні бүгін алдым, Шымкент қаласынан Руслан деген менеджер бала салып жіберіп, ақысыз орналастырып берді. Көп рахмет, улкен кісілердің пенсионер. Фильтр тамаша жұмыс жасап тұр. Ақтөбе қаласында да бар екен, мен өзім Каспи магазиннің қызметін пайдаландым. Еш өкінбейміз. Алам деушілерге құптаймыз.",5,kaspi
"Фильтр бізге қатты ұнады. Біз ішіп отқан сумен салыстырғанда, әлдеқайда жақсы екен. 15 есе жаксы. Бұл деген аспан мен жердей. Құдай қаласа, балаларым, отбасым таза су денсаулықтарын жақсартады деп ойлаймын. Сіздерге де кеңес беремін. Үлгеріп науқанмен алыңыздар. Денсаулық тан артық ештене жоқ. Қанша ақшан болса, денсаулықты сатып ала алмайсын.",5,kaspi
Маған ұнады,5,kaspi
Фильтр өте керемет. Қатты ұнады. Фильтрдің сапасы да жақсы,5,kaspi
"Суды тазартады.Алғанымызға бір ай болды, ұнамсыз жағы байқалмады.",5,kaspi
"Керемет, жақсы болды",5,kaspi
"Керемет, менің ойлағанымнан да асты",5,kaspi
"Су енді керемет, дәмді, балаларым үйден басқа жерде су іше алмайды. Денсаулыққа да жақсы, тамаққа шайға су ішуге пайдаланамын. Орнатыңыздар фильтр, керемет, жақсы. Компанияға алғысым шексіз!",5,kaspi
"Үлкен рахмет ұнап жатыр, суы өте керемет, үй-ішімізбен таза су ішіп, көңіліміз көтеріліп қалды. Әсіресе келген жігіттерге үлкен рахмет, өте сыпайы, білімді, өздерінің жұмыстарын жақсы менгерген.",5,kaspi
"Таза су денсаулык кепілі деп фильтр орнаттық. Еш өкінбедік, бәрі ұнады. Маман Ерхан келіп, бәрін тегін түрде түсіндіріп, таныстырып орнатып берді. Компанияға үлкен рахмет!Судың дәмі де, бәрі ұнады!",5,kaspi
"Фильтр өте тамаша, қызмет көрсету де өте жақсы!Қызмет көрсетуші Арман мен Бақытжанға алғысым шексіз. Сіздерге де ұсынамын. Алсаңыздар өкінбейсіздер!",5,kaspi
"Маған аппарат ұнады, өте жақсы, суы бұлақтың суындай екен.Рустем атты сотрудник келіп қойып берді.",5,kaspi
"Фильтр өте жақсы, пайдалы.Арман мен Нурмахан өте сыпайы жақсы азаматтар. Рахмет үлкен.",5,kaspi
"Рахмет, өте жақсы аппарат.",5,kaspi
"Өте жақсы фильтр, барлықтарыңызға алуға кеңес беремін!Арман, Бақытжан деген жігіттерге рақмет! Өте сыпайы, Алла разы болсын!",5,kaspi
Бұрынғы ішіп отырған суға қарағанда дәмі жұмсақ әрі жеңіл. Көп айырмашылық бар.Ыдысқа су толтыруған уақытта судың бетіне көпіршік пайда болады сол жағы неге деген сұрақ қойдырады.,4,kaspi
Сүзгі көңілімнен шықты. Қолданып жатқаныма 1 айдан асты. Сапасы өте жақсы. Алуға кеңес беремін.Қанат есімді менеджерге көп рахмет.,5,kaspi
Бәрі керемет.,5,kaspi
Өте жақсы тазалайды суды.Бәріне ұсынамын. Аура компаниясынан да жақсы.,5,kaspi
"Жақсы, суды тазалап, ішіп жатырмыз, енді бір ай болсын, көреміз.",5,kaspi
Өте жақсы. Көңілден шықты.,5,kaspi
Керемет.,5,kaspi
"Фильтр күшті, барлығы ұнады.Специалист Ерхан мен Шынғыс барлығын жақсы түсіндіріп, көзқарасымды өзгертті. Компанияға рахмет осындай мүмкіндік жасағаны үшін!",5,kaspi
Rexwat аппараты оте ыңғайлы сапалы арзан. Судың дәмі ерекше ішкің келе береді жақсы ұнады.Сапалы тиімді ыңғайлы.,5,kaspi
Фильтр алғанымызға өте қуаныштымыз.,5,kaspi
"Абай деген жігітке рахмет, фильтр өте жақсы.",5,kaspi
"Өте жақсы, шәйнекте қақ мүлдем жоқ. Ет асқанда сорпа мөлдіреп тұрады. Бағасы да татымды. Каспи арқылы екі жылға бөліп алу мүмкіндігі болмаса, ондай қомақты сомаға ала алмас едім. Бір сөзбен керемет. Таза су денсаулық кепілі.",5,kaspi
"Фильтр өте жақсы.Келген Арман деген жігітке рахмет. Тәртіпті, өте жақсы жұмысшы екен. Үлкен рахмет компанияға!",5,kaspi
"Осы фильтрдың көмегімен сапалы, жұмсақ су ішіп жатырмыз. Сатып алып жүрген судан қарағанда дәмі де, жұмсақтығы жағынан да сапасы жоғары.Бізге ұнайды. Мақсат деген менеджер жігіт, барлығын түсіндіріп, пайызсыз, жеңілдетілген бағамен алуға көмектесті, тез арада. Жезқазған қаласына жеткізіп орнатып берді.",5,kaspi
"Су өте дәмді, отбасымызбен бірге көңілімізден шықты.",5,kaspi
"Үйде үнемі ішуге таза су тұрғаны қандай керемет! Әсіресе сенімді Rexwat компаниясының өнімімен. Өзі жұмсақ, дәмі тәтті және де балалар үшін өте пайдалы!",5,kaspi
"Таза су. Бәрі жақсы, керемет.",5,kaspi
"Тауар отбасымызға ұнады, жігіттер өте білімді, бәрін жақсы түсіндіріп, көрсетіп берді.",5,kaspi
"Ұнады, өте керемет! Су фильтрді сатып алғаныма еш өкінбеймін, судың дәмі керемет.Барлығын егжей-тегжейлі түсіндіріп, судың құнары мен пайдасын түсіндіріп берген маман Қуанышқа ерекше алғысымыз шексіз. Тауармен қоса бонусқа сыйлықтармен де қуантып кетті! Greenlight компаниясы көрсеткен қызметі қатты ұнады. Барлықтарыңызға кеңес беремін!",5,kaspi
"Суы жұмсақ, таза.Мен көп іздедім осы фирмаға кез болғаныма отбасымен қуанып жатырмыз! Суы булақтын суындай жұп жұмсак, зам зам суындай ерекше қуат береді, өте таза ішей бергін келеді. Ішкен адамнын бәрін көңілінен шығып жатыр. Алуға кеңес беремін, алсаңыздар өкінбейсіздер. Және осы Rexwat-ты жақсы таныстырып, түсіндіріп құрып берген және өте білікті, білімді маман Асылбекке рахмет. Жетістікке жете беріңіздер!",5,kaspi
Алыңыздар! Өз денсаулықтарыңыз үшін!,5,kaspi
"Rexwat фильтры отбасымызға қатты ұнады. Біз осы уақытқа дейін басқа фильтр қолданған едік. Екі фильтрдың суын салыстырсақ, Rexwat фильтры сапасы жағынан жоғары.Rexwat фильтрын Оралбек атты жігіт әкеп көрсеткен болатын. Жақсы түсіндіреді, өз жұмысының шебері.",5,kaspi
"Бізге бәрі ұнады. Өте жақсы. Суды өте жұмсақ етеді, жақсы тазартады екен.",5,kaspi
Күшті.Таза су - таза өмір. Өкінбейсің ал!,5,kaspi
"Аппарат керемет.Өте жақсы, осы аппаратты түсіндірген жігіт өте жылдам құрып түсіндірген.",5,kaspi
"Сапасы өте керемет.Фильтр маған қатты ұнады. Су таза, мөлдір, фильтрден өте жақсы тазаланып шығады. Бұрын таза ауыз суын сатып алатынбыз. Енді сатып алмаймыз. Тағы бір айта кететін жай, шәйнекте қақ қалдырмайды. Накип дейміз ғой. Су өте таза, мөлдір. Сатушы - консультант, әсіресе Бакберген деген балаға рахмет. Бәрін түсіндіріп, көрсетіп айтып берді. Осы күнге дейін краннан су ішетін едік. Енді тек қана осы таза суды ішеміз. Рахмет балаларға, тез арада кондырып берді. Фильтр сапасы жағынан өте жақсы. Рахмет Каспи.",5,kaspi
"Керемет, мен өзім суды жақсы көргендіктен таңдап ішемін, су өте керемет, дәмді, таза.Каспиге алғысым шексіз, менеджер жігітке үлкен рахмет, аппаратты орнатқан жігіттерде өз жұмыстарын сапалы жақсы істейді, өте ибалы қарапайым тәрбиелі жігіттер.",5,kaspi
"Филтрь жақсы. Орнатқан, сатқан жігіттерге шексіз алғыс.",5,kaspi
"Сапасы жақсы, судың дәмі ерекше.",5,kaspi
"Кеше тапсырыс бердік, бүгін келіп орнатып берді. Барын жақсы орнатып және қалай қолдану керек екенің түсіндіріп берді.",5,kaspi
"Өте жақсы, бағасына лайық, өздері акеліп құрып кетеді екен.",5,kaspi
Өте ыңғайлы.,5,kaspi
"Судың дәмі керемет, тап-таза әрі жұмсақ! Алаңсыз іше беруге болады. Балалар да жиі су ішетін болды.",5,kaspi
Өте жақсы тиімді сүзгіш.,5,kaspi
Рахмет үлкен. Аураның суы керемет екен.Бонус береме десек тек қолма қол ақшаға екен.,5,kaspi
"Бәрі жақсы, тек су жинайтын ішіндегі ыдысы кішкентай екен.",5,kaspi
"Суы дәмді,бағасы қол жетімді.",5,kaspi
"Рахмет, өте тамаша. Ұнады отбасымызға.",5,kaspi
Күшті.,5,kaspi
Маған қатты ұнады.,5,kaspi
"Пайдаланып бастадық, жаман жағын байқамадым.",5,kaspi
Аппарат керемет.Алыңыздар өкінбейсіздер.,5,kaspi
"Немістер не істеп шығарса да, сапасын мықты қылады ғой.",5,kaspi
Суы өте жұмсақ! Сапасы да жоғары. Бәріңізге алуға кеңес беремін. Екіншісін алдым. Бұрынғысы да әлі істеп тұр. Фильтрлерін ауыстыру үшін іздеп отырмайсың. Өздері хабарласып ауыстырады.,5,kaspi
Ұнады күнделікті таза су.,5,kaspi
"аза су - тіршілік көзі, бұл қондырғыға баға бере өтейін. Қондырғы өте ықшам, ең бастысы одан өңдеңліп шығатын су өте дәмді, тау бұлақтарының суы секілді. 3 күн болды қондырғаныма, көрші-көлем, ағайын-тума пайдаланып жатырмыз.",5,kaspi
Өте күшті фильтр.,5,kaspi
"Бір сөзбен керемет, тамаша.",5,kaspi
"Өте қатты ұнады! Керемет, суды бұлақтың суындай етіп береді! Қуанышымызды шек жоқ! 10-жылдан бергі армандап жүрген фильтріме қол жеткіздім, рахмет Aura, Cebilon, Германия. Қызметкерлері жарайды!",5,kaspi
"Өте керемет, судың дәмін сөзбен жеткізу мүмкін емес, жігіттерге рахмет.",5,kaspi
"Фильтр күшті, керемет!",5,kaspi
"Керемет су екен, дәмді, шәйнекте қақ қалмайды, ұнады.",5,kaspi
Өте жақсы. Мен ойлағаннанда дәмді екен су.,5,kaspi
"Судың дәмі дәмді, жұмсақ, өте қатты ұнады.Бағасына тұрады деп ойлаймын. 15 жыл қолдансақ керемет болар еді. Арман және тағы бір ер бала жұмысын керемет атқарды, рахмет.",5,kaspi
"Өте жақсы, бізге ұнады, судың дәмі өзгеше таза бұлақтай іше бересің.",5,kaspi
"Өте керемет, таза су, отбасымызбен қуаныштымыз фильтр орнатқанымызға.",5,kaspi
"Бәрі жақсы. Өскемен қаласы, Бахтияр жарайсың.",5,kaspi
"Өте жақсы, таза, жұмсақ су.",5,kaspi
Сапасы.,5,kaspi
"Керемет.Суды жинайтын орны кішірек болды, басқа бәрі тамаша.",4,kaspi
Құдықтың суы Tassay сияқты болды.,5,kaspi
AURA фильтрі маған ұнайды.,5,kaspi
Таза су үшін рахмет.,5,kaspi
"Сапасына сөз жоқ, өте керемет аппарат. Суы өте дәмді.",5,kaspi
"Сапасы өте күшті, өзімізге ұнады.Қымбат.",4,kaspi
"Өте керемет, суы таза, жұмсақ, алуға кеңес беремін.",5,kaspi
Фильтр қатты ұнады. Осы фильтрді ұсынған Зухратжан баурыма рахмет.,5,kaspi
"Қазір орнаттық, дәмі зор. Бекзатқа рахмет.",5,kaspi
