text,label,source
Өте жақсы күшті,5,2gis
Тамаша ойындар,5,2gis
Жақсы ойын болды керемет,5,2gis
Әссәләму әлейкум Ма шаа Алла VR arena ойын алаңы көңіл көтеруге және демалып ми сергітуге таптырмас ойын түрі .Керемет әсер алып қоймай спортпен де айналысқан боласыз)) Дүниенің проблемаларынан бір сәт тосыласыз маған ең қатты ұнағаны американка ойыны ... Қызметкерлеріде өте сыпайы және сапалы қызмет көрсетеді ешкімнің көңілін қалдырмауға күш салып жатыр ... VR arena- Қызметкерлері сіздерге рахмет Табыстарыңызға толағай табыс және Береке тіледім.,5,2gis
"Мықты екен,керемет, сөз жоқ ұнады,әсіресе ""Амераканка"" жақсы кетті қызық",5,2gis
"Рахмет жігіттер! Аз уақытта сапалы жұмыс, қолдарыңа дерт бермесін!",5,2gis
Сервистік қызмет көрсету маманы Диасқа рахмет!,5,2gis
02.02.2022 жылы Hyundai Sonata 2022 жылғы сатып алдық. Құжаттарды ресімдеу және қызмет көрсету жоғары деңгейде атқарылды. Жеке алғысымызды сату жөніндегі кеңесші Олжас Хамиевке білдіреміз.,5,2gis
"Қазақтын қыздары қарсы алатын - қазақша амандассын, Добрый день Деп сайрамай!!! Телефондағы отырған оператор - телефон көтеріп жауап беру керек, не үшін отыр!",1,2gis
"Машина алдық осы жерден.Бізге көмектескен менеджер Аусаков Алишеге рахмет бәрін нақты,әрі 2 тілде де еркін түсіндіріп берді! Осындай жас әрі талапты балаларды көріп қуанасын!",5,2gis
Сіздердің салонынзда көлік сатып алдық. Салимов Ильясқа үлкен рахмет! Қызмет көрсетуі өте жоғары деңгейде болды!,5,2gis
"жақын болған соң бардым, енді бармаспын.",1,2gis
Кассадағы қыздардың қызметі өте нашар,1,2gis
"Бүгін қазақша қойылымда болдық. Барлығы керемет, бір мін жоқ! Шағын ғана зал, барлығы ойдағыдай болды. Қойылым да тамаша өтті!",5,2gis
"Трубканы алып,неге сөйлемей тұрсыздар? Жауапкершілік жоқ. Қазір звандап тұрмын,бірак трубканы алып сөйлемей отырсыздар.",1,2gis
"Билетті тикетоннан алып бардық. Өте керемет, актерлар курамы мықты, балаларды енды жиі апарып турамын деп шештім. Билет багасы да қолжетімді.",5,2gis
"Өте ұнады, 3 жасар және 5 жасар балаларым тапжылмастан қарады.",5,2gis
Өте ұнады. Халық көп бармайтыны өкінішті-ақ. Актерлардың еңбегі жансын.,5,2gis
"Өте керемет. Келгеннен балаларды ойнатып билетіп қойылымға кіргізді, таза қазақша",5,2gis
Наргиз — ең мықты маман,5,2gis
"БІР ДӘРІ ІЗДЕП ЕДІМ, тек осы саураннан табылды",5,2gis
Басқа дәріханаларға қарағанда арзанырақ. Барлық керек дәрілерімді осында табам. Рахмет,5,2gis
"Өте жақсы аптека Барі бар, Рахмет",5,2gis
"Уакыт пен акша кетті, машина жөнделмеді",1,2gis
Өте күшті Мастерлер,4,2gis
"Салон шағын әрі жайлы. Қызметкерлері де жақсы, әсіресе маникюр бойынша мастер Бота өз ісінің маманы, жұмысын тез әрі сапалы жасайды, маған қатты ұнады!",5,2gis
"Маған осы салон өте қатты ұнады особенно мастер Эвика, срижканы өлтіріп жіберді прям көнілімнен шықты ойындағыдай жасап береді екен. рақмет шашыма әле қуанып жүрмін",5,2gis
Сыйластық жоқ. ,1,2gis
"Салон қатты ұнады, бәрі таза",5,2gis
Өй жақсы болды ғой иесі ауысып ,3,2gis
"Өте нашар! Қазақша сөйлеп тұрсам менсінбей орысша жауап беріп, қазақ болса да, сыпайы да емес, жұлынып. Менің жұмысымды істеп жатқандай, не сәлеметсіз бе не сау болыңыз жоқ, өз бетімен біреумен телеыон арқылы сөйлесіп, чек шықпайды чек деп өз шаруасын шешіп.",1,2gis
"Мен сіздерде болып шарлар алдым. Үлкен рахмет. Ырыс несібелеріңіз мол болсын. Зор денсаулық, бақытты жас өмір тілеймін. Алладан қайытсын кəсіп еңбек қызметтеріңіз.",5,2gis
күшті,5,2gis
"Сіздерге алғыс айтамын, 4 жыл бойы осы стомотологияға тісімді емдетіп келемін, имплант салып, прикус түзетіп, брекет салдырттым. Ерекше алгыс Анар Аскарқызына және Серік Түнғышбайұлына айтқым келеді, өз істерінің маманы.",5,2gis
"Мен осы жылдан бері барлық тіске қатысты мәселелерді осы Avicenna стоматологиясында шешудемін. Стоматологияның жұмысына толық көңілім толады. Барлық персонал пациентке қамқорлықпен, жанашырлықпен қарайды. Мақсаттары сіздің ақшаңыз емес, денсаулығыңыз екені көрініп-ақ тұр. Үнемі маған қажет болғанда қабылдауға дайын дәрігер табылады. Сол үшін осы стомотологияның барына қуанамын. Менің имплант қойдыру жұмысымды Бауыржан Закарьевич үлкен жауапкершілікпен, өте ұқыпты және еш қиындықсыз жасап шығып, үлкен қуанышыма себеп болды. Ол кісіге көп рақмет, еңбегіңіз жемісті болсын. Тағы да хирургиялық мәселе туындаса сеніммен қайта бара аламын. Бар болғандарыңыз үшін және жоғары сападағы қызметтеріңіз үшін көп рақмет. Тек дами беріңіздер!!!",5,2gis
Жақсы клиника маған ұнады білікті мамандар бетім ісіп тісімді жұлдырғанмын барлығын тианақты түсіндіріп керекті емді жасады екі күн өтпей ісігім бысылып ауырғаны басылды алғыс айқым келеді хирург Асхатқа рахмет,5,2gis
Маған үнайды осы кафе,5,2gis
Барлығы жақсы! Шымкентке қонаққа келген кезде бірінші кезекте осы Блинчикке келеміз. Таза. Даяшылар тәрбиелі.,5,2gis
Керемет. Алланың үйіне не отзыв жазамыз?,5,2gis
"Керемет мешіт, іші таза орын көп",5,2gis
"Түспеңдер, басқа универге барыңдар",1,2gis
"Әрине ең жақсы университет деуге болмайды, дегенмен мұнда білім алып өзіңді дамытуға мүмкіндіктер көп. Өте тәжірибелі мамандар бар. Орналасқан жері ыңғайлы. Мемлекеттік университеттер ішінде мақтауға тұрарлық оқу орындарының бірі.",4,2gis
"мұғалімдере өте білікті, ең үздік оқытушылар. Біліп сапасы өте жақсы",5,2gis
Шымкент қаласының белгісі деп айтуға болатын нысан!,5,2gis
мәдениеттілік жоқ клиентпен,1,2gis
Қызымды лор врачқа алып барып еді . Проблемамызды тез шешіп берді. Үлкен алғыс айтам лор врачқа,5,2gis
Неге тіркеу бөлімінде телефон авто отвечикпен тұр? Дәрігерлердің жұмыс кестесін қалай білуге болады?,1,2gis
Өте нашар қызметкерлер.,1,2gis
"Хирург көрші кабинеттен приемныйға 10 минутта келді, компьютер шұқып отыр. Уборныйларда бумага жоқ,медсестраларға айтсақ бумагаға ақша бөлінбейді дейді ? Облыстық аурухана деңгейіне мүлдем ұқсамайды.",2,2gis
"Жасаған жұмысыңыз үшін рахмет! Қиын сәтте, сотқа шұғыл баға беру керек болғанда, жігіттер тез жұмыс істеп, 1 күнде маған бағасын шығарып берді! 10/10",5,2gis
Салематсызба. Рауан деген оценщик өз жұмысын мықты біледі екен. Қажетті құжаттарды бірден алдырып оценка жылдам жасап берді. Рахмет енді таныстарым сұраса осы оценщикті ұсынатын боламын,5,2gis
"Раке рахмет жұмысың өркендей берсін жұмысыңа көңілім толды шын жүректен тілеймін жұмысың алға баса берсін, достарыма таныстарыма сені ұсынатын болам",5,2gis
Керемет оценчик түн демеи күн демеи любой сұраққа жауап бар,5,2gis
"Рауан бауырыма рахмет, бағалау қызметі төмен бағада, өте сапалы, жылдам рәсімдейді екен, компаниясына табыс тілеймін",5,2gis
Сервис жоқ адаммен сөйлесіп білмейді. Алсаң ал алмасаң есік ашық дегендей. Телефон алдық жақсы настроениемен кірдік настройка істеп алып шығам дегенше алғанымызға ойланып қалдық. Енді телефонды көреміз жалпы алғанда норм еді,1,2gis
"Өте керемет, тамаша сервис тек жұмыстарыңызға сәттілік",5,2gis
Экраны дұрыс жасамайтын телефонды ұстатып жіберді,1,2gis
Өте керемет магазин,5,2gis
Магазиндегі сатушы қыздың қызмет көрсетуі өте төмен,1,2gis
"Ақтаудағы, тіпті Маңғыстаудағы ең мықты білім ордасы",5,2gis
"Бұл жердің (БИЛдың) ауасы, балалары, мұғалімдері бәрі өзгеше, бөлек",4,2gis
Лицейiме не жетсiн,5,2gis
Керемет лицейлердің бірі,5,2gis
Жақсы бiлiм ордасы!,5,2gis
Екі рет бардым. Екеуінде де жақсы болды тамақтары.,5,2gis
Жеткізу өте нашар,1,2gis
Жақында осы жерге келіп кешкі ас іштік. Өте жақсы қарсы алды. Мәзірде тағамдар көп екен. Тапсырыс бердік. Көп ұзамай алып келді. Дәмі керемет екен. Отбасымызға ұнады. Әлі де тағы келеміз,5,2gis
Ас үй өте дәмді.Біздің сүйікті отбасылық мейрамхана.Барлық отбасылық мерекелер тек осында.Өте жақсы қызмет!,5,2gis
"Мұндай тәтті, дәмді тағамдарды мен еш жерде жеп көрмедім. Өте ұнады. Дәмі деген сөз жоқ енді КЕРЕМЕТ! Шақырған қонақтарымыз да риза болды. Балдарға пицца өте қатты ұнады. Тек биіктен көріне беріңіздер! Жарайсыздар!",5,2gis
Телефон көп уақыт алмайды,2,2gis
"Білім, тәртіп, бауырластық және бірлік ордасы!",5,2gis
Ұнады тамаша,5,2gis
"""Алғашқы махаббат"" - күлкілі оқиға",5,2gis
Павлодардің ең керемет театры. Дәл осы жерде ең әдемі артистер. Әр қойылымдар ерекше стилі жаұсы сезіледі. Көптен көп рахмет!,5,2gis
Ассаляму алейкум. Аллах разы болсын барлықтарынызға.,5,2gis
Біздің әдемі мешітіміз!,5,2gis
Орталық Азиядағы ең әдемі мешіттің бірі!,5,2gis
"Іші суық, аяқ киім ауыстыруға қиын",2,2gis
Керемет музыка жинағы. Жұмыс істейтін адамдардың бәрі жақсы,5,2gis
"Махамбет Өтемісұлы атамыз атындағы, Атырау қаласындағы ең үлкен театр. Әншілер концерттерін осында өткізеді.",5,2gis
Реставрациядан кейін алаң жақсарып қалды. Мереке күндері тұрғындар көбіне осында жиналады.,5,2gis
"Қызмет көрсету сапасы, тамағы күшті",5,2gis
Қыздары сұлу,5,2gis
өте жоғары сападағы сервис,5,2gis
жаксы стадион,5,2gis
тамаша,5,2gis
Керемет. Рахмет .,5,2gis
"Іші бүтін, сырты түтін. Римонт жасау керек сыртына адам жүретін жерлер жарылып кеткен.",3,2gis
"Алға, Барыс!",5,2gis
"Баламызды жүзуге апарып жүрміз. Бассейн жылы, іші таза, бапкер мықты (Балнұр). Тек қыста сыртта мұзды тазаласа керемет болар еді.",4,2gis
Баскетбол көруге барамыз. ВТБ лигасын,5,2gis
Бекзада өте сыпайы екен,5,2gis
Состояниес өте нашар! Жыртық не болмаса темірлері шығып кеткен!,1,2gis
Отбасымызбен жақсы демалыс өткіздік,5,2gis
Жақсы демалыс болды,5,2gis
"Балалармен жақсы демалып қайтатын орын ,бірақ ,конькилер ескірген ба или маған сондайы түсті ма ??! Білмедім",3,2gis
Сын көтере алмайтын смм менеджері бар жалғыз орын осы Алау! Инстаграммда бір критика үшін қара тізімге қосып тастады. Өте ұят!,1,2gis
Мұздың сапасы мен мұз сарайы жақсы жасалған,4,2gis
Қашан ашылады Тезірек ашылсыншы Күтеміз,5,2gis
Керемет осы жер,5,2gis
Балаларым барып жүр осында. Ішінде барлығы жаңа. Сервис жақсы,5,2gis
"Қайырлы күн! Бірде бір адмистратор қазақша білмейды, өкінішті! Гульнара, деген кісіге (ресепшнда отыратын қыз) қазақша сөйлесең жауап бермейді",5,2gis
Дәулет Болатұлы тренерге үлкен алғыс! Өз мамандығының шебері!,5,2gis
"Сәлеметсіздер ме! Мекемеге хабарласу мүмкін емес, Телефон қоңырауларына жауап бермейді. Ешқандай ақпарат дұрыс не бұрыс екені белгісіз, қабылдау кабинетіне жетпей, вахтёршадан кейін қайтарып жіберді. Құрметті мектеп әкімшілігі сіздерден жауап күтемін",1,2gis
Өте мықты Мектеп! Мұғалімдеріне мың алғыс,5,2gis
керемет мектеп,5,2gis
"Школа жақсы бірақ балалар қайтарда ата-ана сыртта күтеді қысымен суықта. Жағдай жасалмаған ата-анаға. Күзетші ұрсады сыртта күт деп өздері жылы жерде тұрады. Сыртта ата-ана күтіп аязда қатып қаламыз, жасы үлкен қарт апа аталар Обал 1-4 сыныптар.",4,2gis
Жақсы мектеп бірақ тамақтың бағасы 1 жылқының бағасымен тең,4,2gis
"Өте керемет мектеп, білім деңгейі жоғары, мұғалімдері білікті, басшылық өте талапты, жауапты қызмет атқарады екен. Бізге ұнады, жаңа, өте таза .",5,2gis
Астанадағы жақсы ойын сауда орталықтарының бірі,5,2gis
Хан шатыр хит жерғой жастарға да балаларға да улкен кісілерге де ыңғайлы да қолайлы тамақтану жерлері мен ойын сауық орталықтары бар,5,2gis
"Эскалатырлары ыңғайсыз, салақтап жүресін ішінде. Охранниктері өздері білмейді, не қай жерде деп сұрасаң",3,2gis
"Балаға машина 1 сағатқа 1000 тг аласын, 5 минут асса 500 тг төлейсің, уақыттан 15 минут ерте барсаң бәрібір сол 1000 тг алады.",1,2gis
Ең алдымен бұл жерге келудің өзі мәртебе,5,2gis
"Қайырлы таң! Кеше баламның қызуы 39-дан аса көтеріліп, 5-ші қабаттағы жедел алғашқы медициналық көмек көрсету пунктіне бардық. Мұхтар есімді медбрат барлық шараларды қолдана отырып, жедел көмек көрсетті. 10 минуттың ішінде бала жақсы сезінді өзін. Ризамыз, Алғыс білдіреміз! Медқызметкерлердің жұмысына сәттілік!",5,2gis
"Коляскамен мүлдем жүріп болмайды екен! Лифттер әр қашан тола, жәй жүреді! Эксколаторларға коляскамен шығуға ыңғайсыз!",1,2gis
"Ең сүйікті Ханшатыр, тек Ана мен бала бөлмесінің мусорын тазалап отырса, нұр үстіне нұр болар еді",5,2gis
Қазақ тілін аз қолданады екен қызметкерлер,2,2gis
Донерлері ең дәмді. Администратор Райхан Аяжан одан да дәмді,5,2gis
Керемет екен іздеген нарсенин барлығы табылады,5,2gis
Баламен қыдырғанға ең ыңғайлы орталық,5,2gis
Қашан звандасанда званок бармайды Бүгін алматыға билет бармекен қайдан блсек болады,3,2gis
"Сағат 2ге билет алып қойған едік Балқашқа 4адам.Келсек жол жабық деп ақшамызды 3күнде қайтарамыз деді..Неге адамды жынды қылады?? Көзіміз ашық ,көкірегіміз ояу 112ге звондап білдік жолдың бәрі ашық екен. Неге жалған ақпарат береді? Осыған кім жауап береді? Ауырып жатқан кісіге барушы едік жолдан қалдырды.Сапаржайдың ішіне кірсең дискотека, айқай шу, уятсыздар. Ещё смс жіберілді гой неге келдіңіздер деп қояды гой арсыздар.",1,2gis
"Үнемі звондасаң телефон жауап бермейді, жауап бермейтіндері бар, сонда телефон неге орнатып қойған,түсінбедім",1,2gis
"Қазақ деген артымызға ұят екен. Телефон көтермесе, іші бардак болса,дәрет хана сасық болса. Менде Телефонымды қуаттайтын роззетка таппай кеткем. Біз сонда қалай ел боламыз ? Ойланыңдарш!",1,2gis
Неге булар телофон котермейды,1,2gis
Қызмет көрсетпейтін қызмет,1,2gis
Анықтамадағы қыздарға Алла разы болсын барлық сұраққа толық әрі нақты жауап қайтаратын,5,2gis
"Өте нашар. Амал жоқ автобуспен баратын болған соң, базардан емес, Сапаржайдан барайын деп шешіп ем. Белгіленген автобустан өрт шығып, басқасын берді. 20:30 шығуы тиіс автобус 1 сағат кеш шықты. Автобус өте лас, жүргізушілері мəдениетсіз, боқауыз. Жолда үш рет бұзылып, 3 сағатымызды жоғалттық,40 градуста далада қалдық. Мағынасыз өлеңдермен миымызды ашытты. Сапаржай басшылығы көліктің техникалық сапасына кім жауап береді? бізге қандай жүргізушілер қызмет көрсетеді? Халықтың ақшасын алып, бірақ соған лайықты жұмыс жасамайсыздар?",1,2gis
Көп балалы анаға тегін деп жазылғаны үшін көп балалы әке деген құжатың болсада жеңілдік жоқ екен!Есік алдында кіргізіп тұрған қызметкері дұрыс жауап бермеді. Сыпайылық жоқ! Өз жұмысына біреу күштеп әкеп қойғандай! Сұрақ қойсаң интернеттен тауып ал дейді!,2,2gis
Маған ұнады,5,2gis
"Желдер бар жер кушти,котн кушти болад",5,2gis
"Дүйсенбі жұмыс жасамайды екен,Сағат 10.00-20.00",4,2gis
"Ұнады, қызмет көрсету деңгейі жоғары",4,2gis
Жумыс уакыт сагат нешеге дейін? Ақпарат берілмеген,1,2gis
"Өте керемет жер, барып демалып қайттық",5,2gis
Шымқала тарихи мәдени кешені! Болашақ ұрпаққа көрсететін тарихи жердің бірі! Баруға кеңес беремін,5,2gis
Шымкенттің ең тамаша жерлерінің бірі,5,2gis
"Өте сәтсіз жаңғырту. Жасандылығы көзге ұрып тұрған ""арзан жылтырақ"" болып шықты. Авторлардың талғамсыздығы ұрып тұр. Мысалы, ХІХ ғасырдың сұлу қызын суретке салып жатып, осы заманғы элементтермен көзін баттитып бояп, етегін шолтитып кесіп тастағандай әсер аласың. Сәтсіз жоба. Хотя, ХХ ғасырдың алғашқы жартысындағы (40-50 жылдар) көркемдеулерді пайдаланса да дұрыстау болар ма еді?",3,2gis
Неге намазхана жасап қоймайсыздар?Не үшін ақша алып отырсыздар?Өте лас,1,2gis
Өте нашар диспетчер сұрақ қойсан жауап бермейді сразу айқайлап шығады ужас адамдармен қалай сөйлесу керек екенін үйренулері керек бірінші,1,2gis
"Шымкент қаласының вокзалын осындай дәрежеге дейін өшірген кім екен? Қап-қара түнек, не жарығы жоқ, не адам отыратын орындық жоқ",1,2gis
вокзал өте лас,1,2gis
2 ші этажда ыстық отыратын жері бар,5,2gis
"Таңертең ерте поездан түскенде, охрана вокзал ішіне кіргізбей қойды, қыстыңкүні. Мен екі кішкентай баламмен вокзалды айналып кіруге мәжбүр болдым. Күту залы суық, отыратын орындар аз. Оның үстіне бомждар мен мас адамдар ұйықтап жатыр. Елімізде бұдан нашар вокзал көрмеппін",1,2gis
Туалет өте нашар өте нашар,1,2gis
Телефон алмайды 2 кун катарынан звандап жатырм.,1,2gis
Билеттер сатылымға шықты ма Шымкент-Көкшетау,2,2gis
Телефондарын алмайды Нашар жұмыс істейді ау,1,2gis
"Вогзалға кіргендегі охраниктер неге сонша көп? Олар ештеңе істемейді, гүбірлеп әңгіме айтқаннан басқа. Қашан қарама сол жиналып алып әңгіме айтады, сол үшін ақша алады ма олар.",1,2gis
Бирнеше рет звондап ала алмадык?НЕГЕ КОТЕРМЕЙСИНДЕР ТЕЛЕФОНДЫ А,1,2gis
"Тәртіп жоқ, анықтама беретін телефондар жұмыс істемейді.",3,2gis
Менімше справочнойда тірі адам жоқ ау деймін бәрі өліп қалғанба жауап жоқ.акиматқа жеткізетін адам бармекен осы жағдайды,1,2gis
Телефон алмайды,1,2gis
Мен звандаганда жауап береди телефонга (105 кол центр) неге котермеиди телефонды деген отзывтарды тусинбеимин.,5,2gis
Телефонды неге алмайсыздар? Недеген жауапсызсыздар. Шырылдаган телефонның арғы жағында шырылдаған халық бар. Богажный отделдің номерін айтып жіберіңізші?,2,2gis
Вокзал болгансон адам коп болады да парковка сыртында да бар бос орындар лас ештенеси де жок таза,3,2gis
"Вокзал іші өте лас, адамдар тым көп болады және парковкада бос орын табу үлкен проблемаға айналған. Шымкентке жаңа вокзал керек, мынау қатты тозған",1,2gis
Телефон неге көтермейсіңдер?,1,2gis
"Ең бықыбай базар, вечно пробка",3,2gis
"Тараз қаласында жүретін таксилер барма? ватсапқы хабарласыңыздвршы өтініш, бағаларын білейін деп едім 7706 639 1379",5,2gis
Автобус бағасы Студенттердің барып келуіне орай жоғарылағанба білмим. 5к ға барып кеп жүргенбіз казір сұрасам 10к дид. Вроде бензин газ бағасы екі есе көтерілмеген сияхты ед. Басқа басқа студенттерді блай қанағаны болмас водительдердің. Әкімшілік қолға алсаңыздар. Рахмет!,1,2gis
Справочная онбагандар! Ешкашан дозвониться етписин. Трубканы адеи тастайды,1,2gis
"Бари жаксы, ишинде Бари бар",5,2gis
Шымкентке көп бара бермеймін. Бұл автовокзал негізінен бар екенінде білмейтінмін... Бірде осы автовокзалдан тоқта деген соң осы автовокзалға тоқтаған болатынмын сосын танысым күте тұр деген еді... Асықпай темекі шегіп алайын деп урнаның жанында темекі шегіп тұрсам күзетші келіп маған мұнда темекі шегуге болмайтынын түсіндірді сосын мен ешқайда жазылмаған десем трубаға домалақтап әдемілеп жабыстырып қойыпты,1,2gis
Мүгедектерге арналған тұрақтың белгісін байқамай көліктерін қойып кетіп жатыр Ал сіздің домалақ пішінді темірге жабыстырып қойған хабарламаңызды ешкім оқымайды.,1,2gis
"Ассалаумағалейкүм, Намаз оқитын орын болса жақсы болар еді! Асхана егесіне Алла разы болсын! Намаз оқитын орын бөліп бергеніне!",1,2gis
"Карындастарыма билет алып жиберсем, баска орынга ауыстырып жиберген",1,2gis
"автобустар ескы жане лас, автовокзалдын айналасынада конил толмайды",2,2gis
Уақытылы жүреді екен,5,2gis
"Бул жерден береке кеткендеи, адам аз, базар дау, егелері бурын құтырған деиди, қазир билмеимиз",3,2gis
Билет алу үшін 87058374469 whatsapp номеріне жазыңыз!,5,2gis
Айдос У. Шаштаразга бармандар дым ала алмаид шашты куртты,1,2gis
"Шымкент-Астана сары автобус-103 водительдері малдар, менің төлеген 33000теңгем көттеріңді тессін. Люк ашып келді, күн суық, жап десең жаппайды, адиало сұрасаң бермит, сары бала мен мұртты орыс аттарын айтпайды. 1жарым жасар баламды ауыртып алдым, адеалоңмен оранып өлгір. Дым жауапкершілік жоқ.",1,2gis
"Ашумен келдім Астанаға дейін. Именно 103 нөмерлі сары автобусқа мінбеңдер. Ақшадан өлген, құныққан Бекжан автовогзал. Админстрация қадағалау керек қой. Абылайхан деген кісіге перевод жасағам, Абылайхан менің 33000теңгем желкеңнен шықсын, көтіңді тессін айуандар!!!!",1,2gis
Біраз нәрсе бар екен. Іздегеніңді табуға болады,5,2gis
Шымкент Қызылорда бағытындағы көліктер кешкі нешеге дейін жүреді?,5,2gis
Телефонды алмайтын болса несіне жазады,1,2gis
Телефон котермейди мулдем,1,2gis
Неге телефон ешкім көтермейді немесе лақтырып тастайды,1,2gis
Олип калганнан саума телефондарын алуы киынгой тегы?,1,2gis
Нашар! Ужас ең нашар автовокзал,1,2gis
"Адам жүру мүмкін емес! Лай, балшық! Ешқандай жаяу жүргіншіге жол жоқпа, неге құм тас төсемеске?",1,2gis
"Кассир жігіт наглый, клиентпен қалай сөйлесуді білмейді. Книга жалобты қою керек, сұраққа дұрыс жауап бермейді.",1,2gis
Неге телефон алмайды,1,2gis
Қоңырау соққанда тұтқаны көтерсе қайтеді екен,1,2gis
қыздарға рахмет өте тез әрі түсінікті жауап берді,5,2gis
"Намазхана жасауга болады гои, ужас, темеки шегетин орын бар, намазхана жок",1,2gis
"Әуежай деген аты бар! Қаншама ел келед, өзімізді қойғанда…сасып-бықсып қора боп жатыр. Тазалық жоқ, е мәдениет жоқ! Базар сияқты айғайласып сөйлесед бір-бірімен жұмысшылар! Етең-жеңдеріңді жинасаңдарш! Жемқор екендеріңді елдің бәріне көрсетіп қоймай",1,2gis
"Әуежайға кіріп келгенде әжетхананың иісі бүкіл залды алып тұр. Әуежай деген кез-келген қалаға келгендегі бірінші қарсы алып алатын, қаланың қақпасы ғой. Қонақтарды мұндай сасық иіспен күтіп алу деген ұят. Еліміздің 3-ші шахарына сай емес деңгейі",2,2gis
Оте жаксы таза Туалетте таза барлыгы бар Бугин гана ушып кеттим Кызметкерлерге сурак койсан урыспай ак жауап береди,5,2gis
справочный оз жумысын былмейды,1,2gis
Уятсыздар. Телефонды көтермейді. Бірдең өшіреді. Мазақ қылғандарың ба? Қайдан тауып алғансыңдар жұмысшыларды? БАСШЫЛЫҚТАРЫҢ ҚАЙДА,1,2gis
Контрольный билет тексеретин жерде әйел киси отырады еркектер кушик сиякты соның айтканымен жүр окиништи,1,2gis
"Қызмет көрсету сапасы ноль. 21 ғасыр дамыған заман ғой еще Шымкентте жақсы болу керек қой,адамдармен сөйлесу мәдениеті төмен қызметкерлердің басшылық қадағаласа екен бірінші рет ұшып жатқан жоқпыз,бірнеше рет әрдайым сол жағдай ,қиын",1,2gis
"Супер Шымкент,әдемі қала халықы қонақжай",5,2gis
Осыны алу керек еді,5,2gis
"Отбасылық серуен, пикник үшін таптырмас орын. Барлық жыл мезгілінде сұлу табиғат. Супер!",4,2gis
"Kaspi QR жоқ, халық біреудің нөміріне 100 тенге каспи перевод жасайды, бірақ сдачасы қайтарылмайды, сол үшін кіру ақысы 30т емес, 100тенге. Ал біреу үйінде жатып байып жатыр, күшті бизнес!",1,2gis
Өте тамаша жер ауасы суы табиғаты керемет .,5,2gis
Жылдың қай мезгілінде болсада баруға болатын мекен,5,2gis
Дендропарк өте жақсы жер,5,2gis
Дендросаябақ. Шымкент. Пикник жасауға өте ыңғайлы жер екен. Балалар риза,5,2gis
Бугин жумыс жасайма?,5,2gis
Бугн жумыс жасайды мекен,5,2gis
Керемет саябақ.Ауасы таза спортпен айналысуға таптырмас орын.Табиғатпен өз ойларыңмен жеке қалып тынығатын жер!,5,2gis
"Кіреберістегі плитаны тағы қанша жыл төсейсіздер?! Администраторлардың да үйінде солай жайрап жатады ма екен? Балам құлады сүрініп басымен, кім жауап береді, телефонды өмірі алмайсыздар",1,2gis
Жексенбі жұмыс жасай ма,5,2gis
Кеш жарық. Күн суықта бару стоит па? Болатын болса лайк басып келісе салсаңыздар.,5,2gis
