text,label,source
"Қазірет Сұлтан мешіті өте үлкен керемет мешіттердің бірі. Ондағы имамдардың уағыздары, насихаттары өте тəрбиелі жəне маңызды, мағаналы сондай ой тастайды. Əсіресе Қуат имамның дауысы, оқыған құраны, əуезі қандай тамаша, адамды сондай үйіріп əкетеді. Əрбір айтқан сөздерінен адамдарға жеткізу əсері ше көзіңнен еріксіз жас тамады. Қазірет Сұлтан мешітінің өзінде өткізетін шараларды ұйымдастыру жағы өте жақсы дамыған астындағы дəмханасының өзі қандай керемет. Ауыз ашарларда жəне қаладағы адамдар үшін өте ыңғайлы ас беру, қырықын, жылын өткізуге жақсы деңгейде. Барлығы сол жерден табылады аста, орын жайы да, имамдар да, қызмет көрсеу жағы ше, жас қыздар, жігіттер ұлттық киімдері өздеріне сондай жарасымды,нағыз ыңғайлы жер. Əйтпесе қайда барасың қыс болсын, жаз болсын үйге сия қоймайды келген халық, ресторанда бергісі келмейді, əрі қымбат. Жету де жақсы көптеген қоғамдық көліктер барады. Мен өз басым ризамын. Оған бес деген, он деген баға беремін.",5,maps
Мыхты енді. Астанадағы еңбір көретін жер осы екен!,5,maps
"Нұр-Сұлтанда орналасқан Әзірет сұлтан мешіті Орта Азиядағы ең үлкен және әлемнің ТОП 10 ең әдемі мешіттерінің қатарына кіреді.Мешіттің іші тап-таза, қабырғалары мен күмбезі ою-өрнектермен безендірілген.Жан дүниенді негативтерден тазартып,рухани құндылықтарға байытатын керемет,көркем жер екен.",5,maps
Әлхамдулилла әдемі мешіт,5,maps
"Һазрет Сұлтан мешіті,сəлет өнерінің, шешімі табылған өнер туындысы десе болады,арт жақ фоны сұрғылт,көзге ұрмайтын түстермен мешіттің ашық түсі оқшауландырып көрініс ерекше əсер қалдырады",5,maps
"Керемет мешіт, өте ыңғайлы жасалған Елорда халқына, жолаушыларға, қала қонақтарына.",5,maps
Алла разы болсын қызмет көрсету тазалығы керемет,5,maps
"Жалпы маған қай мешіт болсын ұнайды. Хазрет Сұлтан мешіті өте керемет салынған, іші кең құлшылық жасауға жақсы жағдай жасалған....",5,maps
"МашаАллаh!МашаАллаh!Өте жақсы имамдары мен ұстаздарына,асхана қызметшілеріне,және бүгінгі аузы ашар берген жандарға Алла разы болсын!Сауабы Алладан қайытсын!Аумин!🙏👍👍👍! …",5,maps
Әдемі мешіт.,5,maps
Жаныма жақсы əсерлер қалдырды.Əрқашан бұл жер бір Алланың назарынан шет қалмасын деп дұға тілеймін!Ин ша Аллаһ!☝,5,maps
"Астанадағы керемет мешіттердің бірі. Бізге осындай мешіт беріп, оған барып өзіңе құлшылық жасауға жүрегімізге иман берген жаратушым өзіңе сансыз шүкүрлік.",5,maps
Қазақ елінің ең үлкен және керемет салынған мешіттің біреуі. Сыйымдылығы жағынан бірінші орынды алады деп ойлаймын шатасып жатсам комментарий де ескертіңіздер.,5,maps
"Қазақстан республикасының ең керемет ғажайып мешіті. Ең үлкен, кез келген уақытта (түннен басқа) есігі ашық. Туристерге де қала қонақтарына да тамашалап шығуға болатын жер.",5,maps
"Өте әсем жер, ағаштары өсіп қалыпты, бос уақыт болса нағыз дем алатын жер, жаяу жүретін жол, вело жол сіздің құзырыңызда, авто қоятын тұрақ орын көп. Түркістан көшесімен бардым.",5,maps
"Табйғаты өте таза жап жасыл ,көрікті ,велосипед айдайтын жолағы бар керемет бізге қатты ұнады.",5,maps
"Локациясы жақсы, енді өсіп, дамып келе жатқан жер. Жалпы ұнайды!",5,maps
"Отбасымен демалуға арналған, керемет парк.",5,maps
"Керемет жер. Жүгіруге демалуға, серуендеуге, таза ауамен тынысталуға таптырмас жер.",5,maps
Бұл жер қаламыздың Сол жағалаудың жаңа жүрегіне айналады Иншаалла,5,maps
Тайқазанның қасындағы субұрқақ әдемі екен.,5,maps
"Астанадағы ең керемет саябақ. Толып жатқан ақылы аттракциондар жоқ, анау-мынау майда-шүйде заттарды усынып, мазаңды алатын сатушылар жоқ. Тыныш, кең, тап-таза серуен алаңы.",5,maps
Сатушылары өте сыпайы,5,maps
Керемет!тамаша!Ғажап!,5,maps
"Өте жас ағаштар, болашақта тамаша орын болады, себебі, жоспары жақсы",5,maps
Керемет демалыс орны,5,maps
Өте жақсы таза ауада серуендеуге арналған орын,5,maps
Керемет Саябақ! Қол боста осы бақта демалуға тырысамын.,5,maps
"Жанұямен серуендеп таза ауа жұтатын бақ болғанына куанып жүрміз. Тайқазанымыз бөлек әңгіме, өлеңдері тамаша. Көңіл күйіміз тамаша",5,maps
Дем алғанға дұрыс жер екен...,5,maps
Керемет жер. Балаларға арналған әртүрлі ойын жабдықтары бар.,5,maps
Керемет демалатын жер,5,maps
"Керемет бақ, қыдыратын жерлері көп. Балдармен қыдыруға арналған жерлері де көп...",5,maps
"Нашар ешқандай таныстыру жоқ, ағаштың бәрінің аты ұлым айтады *руками не трогать *жазып қойса кайда өседі не пайдасы бар улы улы еме т. Б",1,maps
Отбасылық мекен,5,maps
Анда санда уақыт болып жатса қыдырып тұруға кеңес берем,5,maps
Талдар мен бұта ағаштар және сирек кездесетін өсімдіктер отырғызылған. Болашақта үлкен бақ болтынына сенімімім мол. Демалушыоар саны да аз емес. Керемет жоба!,5,maps
Астана қаласындағы ең жақсы парктің бірі.,5,maps
"Керемет сөз жоқ, рахмет! Бірақ дәретхана 1-ғана, олда болса жабық еді",4,maps
Өте керемет парк 🤩😍 …,5,maps
"Өте жақсы орналасқан. Жазда,қыстада демалуға ыңғайлы",5,maps
"Ботаникалық бақ серуендеуге, спортпен айналысуға, табиғатты тамашалауға өте қолайлы демалыс орны",5,maps
"Таза ауада серуендеп, велосипед теуіп, спортпен айналысып, қала өмірінен демалатын орын. Кішкене балаға ойнауға арналған сырғанақтар бар, үлкендерге спортпен айналысатын жаттығу аппараттары, теннис, футбол, баскетбол ойнайтын алаң бар. Бір сөзбен айтқанда демалуға таптырмайтын орын",5,maps
Керемет саябақ,5,maps
Керемет жер отбасымен демалуға. Бірақ әжетхана көрмедім.((,4,maps
"Керемет əсіресе фантандар, Балықтар, серуендеуге жақсы дамыған жер",5,maps
"Керемет жер😍 Қыдырып, демалғанға күштііі екен прям …",5,maps
БАҚ өте әдемі.,5,maps
"Талдар үлкен болса, тіпті керемет болады. Жақсы парк.",4,maps
Болашақ Астананың керемет саябағы,5,maps
Менің үйіме өте жақын сол бақта қызым екеуіміз серуендейміз,5,maps
"Балалармен жүргенге өте ыңғайлы, қызықты уақыт өткіздік, рақмет!",5,maps
Дем алуға жанға жайлы,4,maps
Былмеймын,1,maps
өте керемет ұнады,5,maps
"Ағаштар өте биік, көлеңке. Балаларға ойнайтын алаң, фонтан бар. Тек саудагерлер баламен алаңсыз жүргізбейді.",4,maps
Өте жақсы,5,maps
Демалуға арналған жақсы парк.,5,maps
Тамаша саябақ әр барған сайын таңқалудамын,5,maps
Керемет. Демалыс жақсы өтті,5,maps
Керемет жер!!!!,5,maps
Тамаша!,5,maps
Жақсы жер,5,maps
Кешке серуендеуге таптырмайтын орын.,5,maps
Жақсы 👍 …,5,maps
Өте әдемі саябақ,5,maps
Бәрі жақсы! Керемет!,5,maps
Көлеңлейтін жер жоқ,4,maps
Керемет 🤘 …,5,maps
Керемет.,5,maps
Әдемі!,5,maps
Өте жақсы жер,5,maps
Ұнады.,5,maps
Керемет!,5,maps
Тамаша демалатын орын,5,maps
Керемет,5,maps
Жаман емес..,4,maps
Күшті,5,maps
"Таза, тыныш👍👍👍 …",5,maps
Тамаша,5,maps
Абылай,5,maps
Жақсы,5,maps
Әдемі,5,maps
Күштііі,5,maps
Әйәй,5,maps
Күштіғой,5,maps
Керемет екен,5,maps
Ғажапғой,5,maps
Маса талады,3,maps
АСТАНА!!!!!!!,5,maps
"Бәрі дәмді, отбасымен барып тамақтанып, балаларды ойнатып келетін жер. Тек, тарлау екен. Кешке немесе демалыс күндері адам көп. Орын табу қиын.",5,maps
Осы жерде шауырманы жақсы дайындайды. Басқа филиалдарында шауырмалары арықтап кеткен. Фитнеске барады ау деп қаламын,5,maps
"Жарайсыңдар SF 👏👏👏. Дәмді.👍 Қамал, Арнау мкр нан ашылғалы жатыр. Так что күтеміз😉 …",5,maps
Жанұялық демалыс үшін керемет орын!,5,maps
"Барсаңыз еш өкінбейсіз, шынымен жақсы халал ресторан",5,maps
Ең куантарлыгы намазханасы бар ж/е балалар ойнайтын жері! Өте дәмді тағамдары! Ж/е интерьеры аурасы оте тамаша ж/е ыңғайлы! Өз үйіндей сезінесің!,5,maps
"Рахмет. Өте дәмді. Іші әдемі, таза👍👍👍 …",5,maps
"Өте дәмді болды ! Маған ұнады !Супер , всё было вкусно!",5,maps
"Жақсы орын, тағамдары ұнады",5,maps
Оте керемет жер. Тармақтары керемет дамди. Кебабтар 🍽 …,5,maps
Өте жинақы әрі дәмді пісіреді екен!,4,maps
Тағамдары өте дамді. Қызметі жылдам өте сыпайы,5,maps
Тамақтары өте дәмді! Интерьер 👍 …,5,maps
Жақсы рахмет. Көңілімнен шықты.,5,maps
Дәмді тағамдар осы жерде,5,maps
"дәмді таза, ыңғайлы",5,maps
Кауаптары 😋👍👍👍 …,5,maps
"Таңертең ерте барғанда таңғы ас мәзірін тез дайындап берді.Әрине,балалар ұнатқан тағамдар жоқ екен.Бірақ барымен базар, дәмді шәй ішіп қайттық Рахмет.",4,maps
Телефоны бар алайда мүлде көтермеиді,1,maps
Өөөте ұзақ күттік. Менюдын жартсы жоқ. Әкелген тағамдар өкішке орай көңілімізден шықпады.,2,maps
"Халал екендігі қуантады . Асханасы өте қатты ұнады. Қызмет көрсету де керемет ! Алайда баға жағы аз да болсын, алайда әсіреленген деп санаймын. Рахмет үлкен .",5,maps
"Бүгін ауызашарға бардық, мүлдем ұнамады. Тамақтары дәмсіз, ифтар - 5000 т екен адам басына, тамақтары ол бағаға татымайды. Іші суық жел уілдеп тұр, ресторанда емес үңгірде тамақ ішкендей болдық. Бүрісіп тоңып қайттық. Бармай ақ қойсаңыздар болады! Кебабтары дұрыс піспеген, салаттары не тұзы жоқ, не май қоспаған! Ұзын сөздің қысқасы көңілім қалды!",1,maps
Тағамдары дәмді,5,maps
Дәмі керемет түрік тағамдарының дәмханасы!,4,maps
Ең дәмді kofte осы жерде.,5,maps
24 сағат ашық. Тамактары өте дәмді.,5,maps
Тамақтары дәмді екен! Порциялары сəл аздау екен...,4,maps
Әрдайым дәмді 😋 …,5,maps
Керемет жер!,5,maps
Жаман,1,maps
Керемет торговый центр. Тамақ киім алуға болады,5,maps
"Үлкен, әдемі сауда орталығы. MEGA деңгейін жоғары ұстайды. Бірақ, орналасқан дүкендердегі қызмет көрсету сапасы өте төмен, өкінішке орай.",4,maps
"Бұл жерде супермаркет, дүкендер мен бутиктер орналасқан. Демалатын жерлер, кафе мен ресторан да бар.",5,maps
Керемет демалыс болды. Қыздарыма пицца қатты ұнады.,5,maps
"Таңғы уақыт та даретхана кіргізбейтін болыпты, бұл адамгершілік ке жатпайды. Сондықтан нашар баға.",1,maps
Өте күшті жер!!! Жалпы кино көріп KFC жеп демалып қайтатын жер),5,maps
Басқа баратын жер жоқ Астанада,5,maps
Үлкен ойын сауық орталығы бір күнде аралап бітпейсің!,5,maps
"Маған ұнады... Өте күшты жер Биз хоккей,тамак,кангога бардык. Ол жер өте күшты жер",5,maps
Күндеріңіз сәтті өтсін,5,maps
"Маған ұнайды. Іші өтте кең, таза, шаршасаң отырып дем алып, тамақтанып алуга болады. Әсіресе балаларыма қатты ұнады. Балаларға неше түрлі ойын сауық түрлері бар. Киімдері де жақсы. Бірақ маған ұнамайтыны кіре бергендегі иіс өтте тәтті ма білмим иісінен басың аурады., #ароматизатор # қалғаны супер.",5,maps
Отбасымен келіп демалуға тамаша жер.,5,maps
"Заманауи көзтартарлық етіп жасалған. Өте ұнады. Балапандар катоктан шықпай сырғанады, керемет ыңғайлы екен",5,maps
Маска киіп жүруді трц ішінде талап ететін медсетралар жүр. Еліміздің көп жерінде бұндай сұрау жоқ,5,maps
"Отбасымен барып демалатын жер. Әрі демалып, әрі киім алып қайтамыз. Әртүрлі талғамдағы, әртүрлі бағадағы заттарды табасыз. Детский мир жоқ. Банктердің бірнешеуі бар.",5,maps
Mega деген жер оте жаксы жане мен сол жерге барап канки тептм жане ким алдм оте рахмет осндай сауда орталыгын бергендернзге алгсм шексз,5,maps
Тамаша бәріңді Шақырамын,5,maps
"Бұл сауда үйіне барсаң, демалып, керек затыңды еркін жүріп аласың! Тамақтанатын орындар да керемет! Таза, дәмді және мәдениетті қызмет етеді. Сырт киімді тапсырып кету де жақсы, себебі сауда үйінің іші жылы. Жалпы айтқанда өте жақсы! Бізге ұнайды. Әсіресе немерелерді апарсаң, олар ойнап, барынша қызықтап қайтады. Сауда үйінің басшыларына, көп рахмет! Барлық жағдай жасалған!",5,maps
Керемет жер. Алпенист алаңы балалар үшін таптырмас адреналин👍👍 …,5,maps
"Өте жақсы, іші кең, әдемі және отыратын орындықтары да жеткілікті",5,maps
Маған ұнайды соңғы барғанда екі аяқ киім сатып алдым тамақтандым демалдым тек бір ұнамағаны Қазақ тілінде жазулар өте аз...,5,maps
"Жақсы сауда орталығы, түрлі киім дүкендері бар. Қосшыға жақын орналасқан. Балалармен бірге тамақтанып, қыдыруға болады",5,maps
Мен Қазір рамстордан гозированный напиток сатып алдым 5 минут болған жоқ ол өздігінен жарылып кетті енді не істеуге болады,5,maps
"Үлкен және алыс, машинан болмаса барып керегі жоқ, хан шатыр ға немесе керуен сити ға бара сал.",4,maps
"Мега ойын-сауық орталығында балалармен барған ұнайды, мұнда көптеген жеңілдіктер бар мысалы көпбалалы аналарға.Сенбі жексенбі би жəне көптеген əншілер келеді",5,maps
Балалар мейрамын керемет откіздік рахмет,5,maps
От басымен кыдырғанға жаксы біракта өте кымбат шылык халыкка жайлы жер емес,5,maps
Өте керемет. Әсіресе Рамстор супермаркеті. Қол жетерлік бағада барлығы. Қыдырып барып демалып көңіл жайландыруға таптырмас орын.,5,maps
Өте үлкен таңдау көп сауда орвн.,5,maps
Кымбат бары игравои арзан болса болар еды,2,maps
Керемет жер !,5,maps
Менің ең сүйікті демалыс орным😍😘 …,5,maps
"Іздегеніңді табасың, бірақ не іздегеніңе байланысты ғой)",5,maps
Маған унайды. Үлкен іздеген магазиндерді табуга болады. Демалатын орындарыда коп. Кинотеатрыда жақсы.,5,maps
"Өте кең,үлкен. Ішінде алып жүретін ақылы шағын көліктер жүргізсе,жақсы болар еді",4,maps
Бәрі жақсы,5,maps
"Жақсы, бірақ қымбаттап кетіпті",5,maps
Балалар ойнайтын алаңдары мен кинотеатры жақсы.,5,maps
Самый большой и хороший ТРЦ. Осында келуге кеңес беремін,5,maps
Мен балдарыммен көп барамын. Көп балалыларға 50% жеңілдік бар👍 …,5,maps
Адемі соз жок,5,maps
Скидкасы ұнайды маған.,5,maps
"Жанұямен қыдыруға өте ыңғайлы , балалар алаңыда қауіпсіз , балалар үшін алаңдамайсың.",5,maps
"Іші кең, әдемі",5,maps
Қазақ тілі аз қолданылады екен.,5,maps
керемет жер сөз жоқ,5,maps
"Өте керемет ғимарат, әдемі ішкі дизайны да тамаша!",5,maps
"Демалысты өткізуге өте ыңғайлы, ірі əрі көркем ойын-сауық орталығы!",5,maps
Өте тамаша бізге ұнады,5,maps
Астанадағы ең керемет жерлердің бірі,5,maps
Екінші үйім ғой 😂👍🏻 …,5,maps
Балаларды ойнату ұшін жақсы жер,5,maps
Қатты ұнаған жоқ.,2,maps
"Өте керемет маған унады , балалар мен барып демалып кайттык",5,maps
"Арзан, сапалы, жылдам",5,maps
Тема жер осы.,5,maps
Мега далада парковка тегін шлагбаум жоқ жерде,5,maps
Иши оте кен балалармен журген ынгайлы,5,maps
өте үлкен дүкен,2,maps
Тым үлкен. Кісі көп келеді. Бірақ керекті заттың бəрі бар. Аралап шаршайсың.,5,maps
Шаршағанша қыдырып көңіл көтердік,5,maps
Тамақ ішетін болсаңыздар *Избушканы* таңдаңыздар!,5,maps
"Астана қаласындағы ең үлкен ойын-сауда орталығы. Іші кең. Адам қанша көп болса да білінбейді. Ішінде балаларды ойнататын жерлер, тамақ ішетін ресторандар, киім сататын дүкендер бар. Жақсы салынған, көз тартатын əсемділік",5,maps
Демалуға өте тамаша орын!!!,5,maps
Астанада ең үздік сауда орталығы,5,maps
Керемет жер екен,5,maps
Маған Астананың мегасы қатты ұнады,5,maps
Қазақстандағы ең үлкен ТРЦ,5,maps
Ішінде бәрі бар,5,maps
өте жақсы іші кең салқын,5,maps
Өте ыңғайлы,5,maps
"Новруз емес Наурыз, позор!",1,maps
Лифт өте кішкентай және лас,3,maps
мен керемет көңіл көтергем,5,maps
"Өте үлкен, жақсы сауда орталығы",5,maps
Рахмет өтте жақсы демалдық 5,5,maps
"Өте жақсы, намазханасы бар",5,maps
Керемет демалы болды,5,maps
Өте жақсы керемет тамаша 🤩 …,5,maps
Әрдайым осынде киім аламыз,5,maps
Кезек кутыуден жаршаиын дедын,5,maps
Жылылық бар,5,maps
Қатты ұнады,5,maps
Керемет жер,5,maps
"""Өзі торғай болғанмен қырандардың мекені"" деп, тауып айтқан.",5,maps
Керемет шипа жай!,5,maps
Іші шетел,5,maps
Өте жақсы Сауда орталығы!,5,maps
Тамаша жер. Ұнады,5,maps
Кызым екеуміз баратын жер,5,maps
"Іші таза емес, ескіріп кеткен заттар және  даяршылардың қызметі көп күттіреді.",3,maps
жақсы жер,5,maps
Унады,5,maps
күшті 👌 …,5,maps
Заттаи өте қымбат,4,maps
Тамаша!!!,5,maps
Қымбат бәрі ...,2,maps
Ыңғайсыз жер.,1,maps
жаман,2,maps
Жақсы!,5,maps
Тамаша сауда үйі.,5,maps
Тамаша маған унаиды,5,maps
Керемет 💃 …,1,maps
Керемет !,5,maps
"Тамаша, кең, әдемі",5,maps
"Өте керемет, маған ұнады",5,maps
керемет,5,maps
Әдемі.,5,maps
Жақсы,2,maps
Керемет,4,maps
Орташа,4,maps
Жаксы,5,maps
Жаксы,4,maps
Супеп,5,maps
Мде,4,maps
Мықты,5,maps
Өте керемеет,5,maps
Мегп,5,maps
Орташа,3,maps
жаксы,5,maps
Наурыз 2018,5,maps
Жақсы екен,5,maps
керемет👍👍👍 …,5,maps
2 қалалық ауруханаға да емделіп шықтық жақсы аурухана. Бірінші әрине Алла Тағалам екінші ақ халаттыларға рақмет. Торакальныи отделение алғысым шексіз.,5,maps
"Құрметті дəрігерлер, Сіздерді кəсіби мерекелеріңізбен құттықтаймын! Адам жанының арашасы ретінде, Алланың жəрдемімен жасап жатқан жанкешті еңбектеріңізге береке, абырой, табыс, дендеріңізге саулық тілеймін. Менің жұбайым Абенова Ақботаға жасалған күрделі отаны сəтті жасап, аман алып қалған дəрігерлер Пак Юрий Георгевич пен Жандос Мұратұлына алғысым шексіз. Кəсіптеріңізге береке, жанұяларыңызға ауызбірлік, бастарыңызға бақыт тілеймін. Большое спасибо от всей души и низкий поклон замечательным врачам и профессионалам с большой буквы урологического отделения 2 городской больницы Пак Юрий Георгиевичу и Бейсенбаеву Жандосу Маратовичу проведшим сложнейшую операцию моей супруге Абеновой Акботе. Я уверен, что благодаря высококвалифицированным специалистам операция прошла успешно и без тяжелых последствий. Была проведена тщательная предоперационная подготовка, сложнейшая операция на протяжений 5 часов. При выписке из больницы врачи дали рекомендаций по дальнейшему лечению в послеоперационный период. Прибывание в больнице супруги оставила только позитивные чувства благодаря отзывчивой работе персонала больницы в трудных условиях пандомий короновируса. От всей души желаю всему персоналу урологического отделения крепкого здоровья и новых профессиональных успехов !",5,maps
"Мен, Мауленбаева Куляйхан Нұрсұлтанқызы ауыр жағдайда жедел жәрдеммен осы емханаға түстім. Жанымды арашалам алып қалған ақ халатты абзал жандарға ризашылығым шексіз. Ол асыл азаматтар: Қабылдау бөлімінде жедел шешім қабылдаған Рашид Нагимович, маған дұрыс ота жасаған бөлім меңгерушісі Джанпойзов Темірбек Бахтиярович, ем жүргізіп жатқан дәрігер Уәлиева Айжан Еркинбековна. Жоғарыда аты аталған азаматтардың еңбегі адал, өз кәсібінің маманы. Жалпы, больницаның барлық персоналдары өз жұмыстарының шебері. Осындай адал азаматтарды бір ұжымға шоғырландырып, бағыт-бағдар беріп отырған больницаның бас дәрігеріне рақмет! Жаңа Қазақстанның көрінісін осы жерден байқадым, ризашылығым шексіз! Мауленбаева Куляйхан Нұрсұлтанқызы",5,maps
"ЛОР бөлімін атап өтпекпін. Бөлімнің ішкі жұмыс тәртібі, медициналық қызмет көрсету деңгейі, дәрігерлер мен кіші персоналдың пациенттермен қарым-қатынас жасау мәдениеті - бәрі тамаша! Әсіресе, дәрігер- отоларинголог Шырдаев Азамат Жалбырұлы, ассистент Рауан Тауыржанұлының кәсіби іскерліктері бойларындағы қарапайымдылықпен қосылып, өз ісінің нағыз майталман шеберлері екенін аңғартады. Отадан кейінгі күту бөлмесінде қызмет көрсету деңгейі де жоғары. Медбике Әйгерім сондай мейірімді, өз ісіне жауапкершілікпен қарайтын ақ халатты абзал жан. Еңбектеріңіз жемісті болсын, алғысым шексіз...",5,maps
"Оторинология отделенияға өте ризамын.Бүкіл дәрігерлерге, медбикелерге рахмет.Ермек Елемесович, Батыр, Жасулан.Сіздергеде зор денсаулық тілеймін.",5,maps
"КТдан өтуге направлениямен барғам записьта жоқсын деп қайтарды, участковый врачыңа барып запиське жазыл деп. Участковый врачь біз тек направления береміз деды. КТга менын алдымда бір эвропаның жігіті тұрды, оны без запись қабылдады. Эвромен Долларың бомаса қарамаймыз дегенығой сонда. КЗ азаматы шетел азаматының алдында 2шы сорт.",5,maps
Ақ халаттағы абзал жандарға мың алғыс. 2 қалалық емхананың хирургия бөлімінің дəрігері Абжамиев Еркин Бекболатұлына көп-көп рахмет! Бақытты болыңыз,5,maps
"Сағат нешеде баруға болады жатқан адамға, нешеден нешеге дейін?",5,maps
Кең жерде бір дұрыс паркинг жоқ!,2,maps
Жылына 2-3 рет қана үлкен футбол болады соған билет алу кіру проблема Кеше жұмыстан шығып ол жердегі очередпен стадионға кірем дегенше 15-20 минуты өтіп кетеді ойынның,1,maps
"Футболды үйде көрген бір бөлек, Мұнда келіп көрген басқа сезім ғой шіркін.",5,maps
"Кайф жерғой, қолдау білдіріп отырған Команде жеңсе",5,maps
"Мен Астана-Аренада жұмыс жасаймын, және онымен мақтанамын.",5,maps
Керемет бару керек еді,5,maps
Мен бүгін бұл орынға Қазақстан мен Əзірбайжан ойынын көру үшін бардым. Өте қызық болды. Қазақстан жеңіске жетті. Ураааааа!,5,maps
Өте жақсы ойын алаңы !,5,maps
Қазақстан футбол командасын Астана Арена стадионында көрдім.Андорраны4:0 есебімен ұтып мəс болып қалдық,5,maps
"Па-шіркің, жақсы жасап шыққан екен, бірақ бәрі орыс тілінде. Қазақ елінде тұратың Орыстар мемлекеттік тілде сөйлей ала ма ?",5,maps
Мен 9 июля Астана-Аренега бардм Астана мен бреу ойнады ойн кушты болды оте рахмет ойнга Астана.Астана Алга💪 …,5,maps
Өте жақсы деңгейде салынған екен шығыс кірістері өте тамаша екен,5,maps
"
Жаксы ",5,maps
Өте кең! Аурасы керемет жер! Маған ұнады!,5,maps
Келешегі бар əлемдік денгейге шығатын,5,maps
Керемет алаң...,5,maps
Тамаша жер нағыз спортшыларға арналған жер,5,maps
Ассалаумағалейкүм Қалайсың,5,maps
Іші суық екен),2,maps
Орташа сапалы жасалған кешен,5,maps
Тамаша !,5,maps
Жаксы ойын болды,5,maps
Біз жеңдік!...,5,maps
Күштіі,5,maps
Зор ойын болды,5,maps
Ұтылып қайттық!,3,maps
Оте керемет жер,5,maps
Мықты,1,maps
Адемi,5,maps
Тәттііі,5,maps
Өте керемет,5,maps
"барғанда жабық боллы , сосын амал жоқ тек қана алдында сурет ке түсіп қайттық",4,maps
