text,label,source
"Қызықты кітап, бірақ автор субъективті көзқарастарын тарихи фактлардың арасына солардың біріше тықпалай берген.",4,kitap
қызық кітап,4,kitap
қызық,4,kitap
қумаши,1,kitap
Қашан да өзекті тақырып.,5,kitap
қатты ұнайды😍😍,5,kitap
"Қасиетті қазағымның басынан небір қиындық өтті-ау, жанына батты-ау ... Қайран, қайран, қадірлім-ай ...",5,kitap
Қанша бет??? Оны қалай көреміз???,1,kitap
Қалай тыңдайды,1,kitap
Қалай түсіруге болады,1,kitap
қалай оқуға болат,1,kitap
Қалай жүктеймін,1,kitap
Қайран Қазағым-ау не көрмедің Өте шынайы өте көркем суреттеу Қайран арыстарымыз Елдің қамын жеген Қараңғы Қазаққа күн болам деп жанып кеттіңдер-ау Сексеуілше бірін біріне ұрып Қырып жіберген аталарымыздың әруақтарына мың тағзым Ел болам десек балаларымызды дұрыс тәрбиелейік Осындай тағлымлы кітаптарды оқытайық Оқу білімге баулиық Диктор қызымызға да көп рақмет Өте әсерлі оқылым Еңбектеріңіз елеулі болсын,5,kitap
қайда кетті э кітап оқып жатқаным ошибка бопқалды,1,kitap
"Қазекемнің туындыларына жетер дүние жоқ! Бірақ, аудио тым тез, диктордың оқуын сәл баяулатсаңыздар! Сөздер мен кестелі ойларды көңілге қондыра алмай жатырмыз!..",5,kitap
"Қазақы-мұсылмандық тәрбие қандай еді, шіркін!Тамаша!",5,kitap
қазақтың тұңғыш романы👍,5,kitap
қазақ әдебиетінің жауһары!!,5,kitap
"Қазақ әдебиетін осындай кітаптардан бастап үйрену керек! Түсінуге оңай, сөз таңдауы әдемі, сөздердің басым бөлігі күнделікті қолданыста. Сайын Мұратбеков әңгімені қызықты айтудың шебері екеніне осы кітапты оқып куә боласыз.",5,kitap
Күшті👏,5,kitap
Күшті!,5,kitap
күшті кітап,5,kitap
Күшті кітаб!,5,kitap
Күшті жазылған екен!!!!,5,kitap
Күшті 🖤📚,5,kitap
Күшті,5,kitap
күүүүшті кітап,5,kitap
Күтеміз күтеміз ашылмайды,1,kitap
кушты магыналы,5,kitap
кушты кытап,5,kitap
кушты,5,kitap
Кушти,5,kitap
кушт,5,kitap
Көршінің қызы-Мәриям! Әкесі оның жақсы адам...,5,kitap
ккеремет,5,kitap
кітаптың толық аудиосы жоқ екен,1,kitap
Кітапты оқыпта тыңдапта жатырмын! Ұнап жатыр.🔥,5,kitap
Кітаптан мін іздер сауатым жоқ әрине. Балтекеңнің оқуы керемет енді.,5,kitap
Кітапан алған әсерді жеткізу мүмкін емес 😻,5,kitap
"Кітап түпнұсқадан дұрыс көшірілмеген, қате көп.",1,kitap
"Кітап өте керемет,тамаша.Кей жерлері өте аянышты.Бірде жылап,бірде күліп отырдым.Бірақ окыган адамның даусы ұнамады.",5,kitap
Кітап өте керемет Диктор сізге көп көп рахмет,5,kitap
Кітап неге толық емес ? Ақкөз батырмен кездесетін жері жоқ қой ?,1,kitap
"Кітап қызықты, түрлі ой салды",4,kitap
кітап жақсы жазылған бірақта кейбір жерлерде қате сосын сөздер қалып кеткен қателерді түзеулерді сұраймын,1,kitap
кітап ашылмай тұр!,1,kitap
кірмей жатыр менде,1,kitap
керемет😍,5,kitap
КЕРЕМЕТ👍🏻,5,kitap
керемет👍,5,kitap
керемет) мектеп кезде осы туфндыларды окымаганыма уялып отырм),5,kitap
керемет.....,5,kitap
Керемет...!,5,kitap
Керемет. Оте тамаша,5,kitap
Керемет.,5,kitap
Керемет!!!!,5,kitap
керемет!!! істеріңізге береке берсін!,5,kitap
Керемет! Оқи бергің келе береді! Мен басында аудиокітаппен тыңдаған едім.,5,kitap
Керемет!,5,kitap
"керемет,осындай аудиокітап көп болса екен, ұнады.",5,kitap
Керемет шығарма!,5,kitap
"Керемет шығарма, оқуға кеңес берем👏",5,kitap
Керемет туынды ❤❤❤,5,kitap
"керемет туынды , қазақ қызының тағдыры керемет өрнектелген ❤❤",5,kitap
керемет туынды,5,kitap
Керемет тамаша бағдарлама,5,kitap
Керемет рақмет.,5,kitap
Керемет өте қызық кітап,5,kitap
керемет осындай аудио кітапханаларды көбейтсеңіздер жақсы болар еді.,5,kitap
керемет оқуға кеңес беремін,5,kitap
керемет оқиға,5,kitap
керемет окуга кеңес берем 💯,5,kitap
керемет кітап😘,5,kitap
Керемет кітап. Сайын Мұратбеков атамызға сондай алғысым шексіз. Тұтас бір ауылдың күнделікті тұрмыс-тіршілігін көз алдыма елестете отырып оқыдым. Керемет 👍👍,5,kitap
Керемет кітап. Момынқұл туралы сөз болған сайын күлемін. Керемет балалық шақтың баяндамасы.,5,kitap
Керемет кітап! Бір оқығаннан кітап ішіндегі хикметті бойға сіңіру қиынға соғады. Сондықтан қайталап оқуға кеңес беремін👍,5,kitap
"Керемет кітап,керемет болашақты болжау!!!",5,kitap
"керемет кітап екен, маған кішкене ауырлау болды бірақ-та қызық 😉👍",5,kitap
Керемет кітап 👍🏻,5,kitap
Керемет кітап,5,kitap
"Керемет китап, тындауга усынамын",5,kitap
керемет китап жане жагымды дауыс,5,kitap
Керемет китап,5,kitap
"Керемет жұмыс! Көлікте жұмысқа бара жатырған кезде, кітаптың уадио нұсқасын қосып, беймарал тыңдап барамын. Қандай керемет заманда өмір сүріп жатырғаныма Аллаға мың шүкір айтамын. Кітап оқулы қызық көрмейтін адамдарға кітапты тыңдамауға сылтау қалмады! Осы жұмысты атқарып жатырған ұжымға көп рақмет айтамын! Ісіңіз өрлей берсін!",5,kitap
керемет жумыс . программа кышкене дурыс емес ошып кала береды,5,kitap
керемет екен Өте тамаша,5,kitap
"Керемет дүние,Алла жар болсын!",5,kitap
Керемет дауыс!),5,kitap
керемет бір даурдың аңгіме сы аитарлқтаи роман жазушыга қаламна қуат берсын,5,kitap
"Керемет бағдарлама, бірақ етіп қала береді",5,kitap
"Керемет әңгіме, бала тәрбиесіне көңіл бөлуге баулыйды.",5,kitap
Керемет 😍😍😍😍,5,kitap
Керемет 👍🏻,5,kitap
керемет ❤️,5,kitap
керемет !,5,kitap
керемет,5,kitap
Кереме шығарма😍,5,kitap
Керек дүние,4,kitap
Кереемет шығарма👍👍👍,5,kitap
Келесі бетке қалай өтесің қуып кетте бередіғой,1,kitap
"Кейде қатып қалатыны болмаса, керемет екен😁. Оффлайн болса, тіпті жақсы болар еді (◍•ᴗ•◍)✧*",5,kitap
"Кейде адамдар тек қара басын ойлап, өзгелердің өміріне үлкен әсер ететінін ұмытып жатады. Керемет",5,kitap
"кейбір жерлері қате жазылыпты, сондықтан онша түсінікті емес болды",1,kitap
калай окиды,1,kitap
"Жұмыспен қатар тыңдауға керемет дүние, еңбектеріңізге үлкен алғысымды білдіремін!",5,kitap
жұма күні екінті уакыты еді... жалғасы?,1,kitap
Жүрегім елжіреп кетті-ау! Өте әсерлі екен!,5,kitap
жүктеу мәзірін басқан кезде жүктелді деп шығады бірақ телефоннан таба алмадым. әкеме флешкаға салып берейін деп едім,1,kitap
Жүктеп алып тыңдау ға болма,1,kitap
"жүктелмей жатыр, бірақ керемет!",1,kitap
жүктеген аудиокітапты офлайн қалай тыңдауға болады?,1,kitap
жуктелмейди,1,kitap
"жәй ғана ""super""🏅",5,kitap
жартысы бар ма,1,kitap
жарайсыз,5,kitap
Жаның үшін бір ғибрат ал дегені ғой.,5,kitap
Жалғасы барма? Аянға не болғанның бәлгім келіп тұр,5,kitap
жалғасы барма екен ?,1,kitap
Жалгасы кайта?(,1,kitap
Жақсы!,4,kitap
жақсы құлаққа жағымды дауыс,4,kitap
Жақсы кітап басқа ештеңе айта алмаймын🙂,4,kitap
Жақсы кітап,4,kitap
жақсы,4,kitap
жаксы,4,kitap
Еңбектеріңіз жемісті болсын,5,kitap
"Ең озық, әрбір адамға үлкен ой салатын керемет туындылардың бірі!",5,kitap
екиши болим жокпа,5,kitap
Екинши китабы шыкпайма,5,kitap
дұрыс жүктелмейді ғой,1,kitap
дұрыс жүктелмейді,1,kitap
"Дикторыдын дауысы оте адеми, оны тындауга ризамын",5,kitap
"диктордың оқуы өте нашар, дикция да, интонация да жоқ!",1,kitap
Диктордың кейбір сөздері мәтіндегі сөздерге сәйкес келмейді.,1,kitap
"Диктор сәл баяу оқыса, нұр үстіне нүр болар еді... Көңілге қондыра алмай әлек болады екенсің.",1,kitap
Диктор дауысы өте керемет 👍👍👍 Жарайсыз👏👏👏,5,kitap
"диктор даусы, оқу ырғағы, интонациясы, эмоция жеткузуі керемет екен. денем тітіркеніп, кейбір жерлерінде көзіме жас келді. Бүркіт көкеге көп алғыс!",5,kitap
Диктор Бүркіт Бекмағанбетов керемет оқиды кітаптарды🤩,5,kitap
Дауысы шыкпайды,1,kitap
Дауыс ырғағыда тамаша,5,kitap
"дауыс анық, керемет естілді!!!",5,kitap
Дами беріңіздер!,5,kitap
ғажап🤩,5,kitap
Бұл өте керемет кітап кімде солай ойлайды жазындар Тан,5,kitap
Бұл кітаптің негізгі мазмүнын барлық адам білетін шығар.. Мектеп кезінде қысқаша өтіп еді ғой 😅.. Шытырман оқиғалы өте керемрт кітап..,5,kitap
бұл кітаптан жалғасы барма ?,5,kitap
Бұл кітап өте керемет қайта қайта оқысаңда жалықпайсың !,5,kitap
бұл кітап 100 беттен тұрады🤗,5,kitap
"Бурын окып,аяктамаган едим. Енди тек 1-китаптын 1-болиминен баскасын тындай алмай отырмын. Калгандарын калай табамын? Негизи керемет китап, диктор да жаксы окыган",5,kitap
"Ботагөз емес ""Ботакөз"" боп жазылу керек.",1,kitap
беттері дұрыс ауыспаид,1,kitap
"беттерді қолмен ысырып өткізуге болатындай қылып, әйтпесе астыдағы жүргізетінмен жалғасына емес одан асып кеткен беттерді көрсетеді",1,kitap
Бәрі керемет ұнады программа да керемет бірақ кітапты интернет арқылы тартып болғансоң интернетсіз кез келген уақытта тыңдай берсек керемет болар еді,5,kitap
"Бәрі жақсы, толығымен жазылды! Рақмеет!",5,kitap
"бастапқы сыптарға оқып жатқан балаларға жеңіл, әдептілік пен жақсылыққа үйрететін керемет әңгімелер!",5,kitap
басқа беттер ашпай тұр,1,kitap
Балтабай мырзаның дауысы дикциясы өте керемет👍🏻,5,kitap
Бағалауга болмайды,1,kitap
әттең ақылы бопты,1,kitap
Әсерлі шығарма,5,kitap
әсерлі туындф,5,kitap
әдемі,5,kitap
аудиосы қайда?,1,kitap
"Аудиокітапты естідім.Жақсы мәнерлеп айтылган, даусы құлаққа жағымды.",5,kitap
Аудио-кітаптың шыққаны - тіпті керемет!!!,5,kitap
аудио кітап қосылмайды. загрузить етіп тұра береді,1,kitap
Аудио кітап загрузка деп қатып қалады. Қосылмай тұр!,1,kitap
"аттен Әзімнің аңгімесін білгім келеді, сонына дейін",5,kitap
алтын орданың аудио кітәбін шығарсаңыз жақсы болар еді,5,kitap
Алла разы болсын😇🙂,5,kitap
Ақан мен Қалтайдай жауыз адамдардың бар екені өкінішті...,5,kitap
Адемиго адеми,5,kitap
"Автордың қазақ тарихы, салт-дəстүрі,дінге қатысты жазған ойы кітап оқушыға терең ой салады,ең бастысы, кітап оқығанда одан әсер алу, тағлым түю. Жақсы кітаптың жанға рухани азық болар қасиетін сезіну. Қорыта келгенде айтарым, кітапты оқығанда бар ынтаңызбен, ықыласпен, мұқият әрі баяу оқыңыз, бірақ әр абзацтың дәмін татыңыз. Кітаптан болашақта алар азығыңыз көп болар.",5,kitap
"Абай жолы 1-томы ашылмайды, сол жағын дұрыстаңыздар.",1,kitap
Аалаакаай!,5,kitap
"Soz joq, keremet.",5,kitap
ote jaksy,5,kitap
"koment jazýp,baǵa berý arqyly qazaqsha programmalardy óz tіlіmіzdі qoldap, jasaýshy avtorlarǵa qoldaý kórseteıіk kórp qaralym úshіn)",5,kitap
"keremey audiokitap. Enbeginiz jemisti bolsyn, kitap kaita tyndagym keldi 🙏🏻💐",5,kitap
Keremettt!!!,5,kitap
Keremet!!,5,kitap
"Keremet, Alla Tagala Razy bolsyn.",5,kitap
Keremet kitap!!,5,kitap
Keremet kitap,5,kitap
Keremet jínaq,5,kitap
keremet,5,kitap
jaksy,4,kitap
bul kitap ote keremet,5,kitap
ashlmade,1,kitap
7-9 сынып оқушылары на тарих пәнінен косымша оқу ретінде ұсынуға болады,5,kitap
2том барма ? таппай жатырмын ?,1,kitap
2 бөлімін қайдан оқимыз бұл тек 1 бөлім бе толық нұсқасын?,5,kitap
2 бөлімі барма?,5,kitap
"1айға төлем жасап едім, жазылым ашылмай жатыр. неге?",5,kitap
"130 жылдан астам тарихы бар Семейдегі облыстық кітапхана тарихи – мәдени ошақ. Ұлы Абай бұл кітапхананың тұрақты оқырманы болған. Алғашында қоғамдық кітапхана есебінде оқырман қуанышына айналған мәдени ошақ бүгінде дамыған, жетілген ғылыми – мәдени орталық дәрежесін иеленіп отыр. Кітаптың өркениет тарихында алатын орны баршамызға аян. Базғы ой иелерінің бағамдауына қарағанда кітап дәуір мен дәуірді тоғыстыратын, туыстырып жіберетін сиқырлы күш. Кітап – ақылшы, өткеніңді көз алдыңа әкелетін, болашағыңа қиырдан көз тастауға үйрететін қамқор тәрбиеші. Жақсы кітапты оқу – адам жанының ізгіленуіне, ақыл парасатының мейлінше жан – жақты қалыптасуына көмектеседі. Ұлы Абайдың: «Артық ғылым кітапта, Ерінбей оқып көруге», - деуі кездейсоқ айтылған пікір емес. Тағы да Абайдың: «Бір ғылымнан басқаның, бәрі де кесел асқанға», - деуі әр оқырманды ойландырса керек.",5,kitap
10 минут ғана жүктелді. қалай солай?,5,kitap
🥺керемет,5,kitap
👍кітап,5,kitap
👍КӘМЕНТОҒАЙды қазір көргім келіп тұрғаны-ай!),5,kitap
⛵💖💖💖💖💖💖💖 кушти,5,kitap
"“Ботагөзді”мұрнынан оқып,тыңдау мүмкін емес,оқитын адамды қалай таңдадыңыздар?(((",5,kitap
'Үстімде қонған үйімнен сұрап киген күпі' дейт. Қайран жомарт қазағым...,5,kitap
"“Бас” романын тыңдайын деп жүйеге күн сайын кіріп көремін.не себепті аудио ашылмайды?тек бұл ғана емес,басқа біраз романдарда да осындай ақаулар бар.4 ай болды төлем жасап келе жатқаныма.Бірақ, осындай ақаулар көп кездеседі.",1,kitap
☺️аягы жок ангиме,1,kitap
👎👎👎Үнаған жоқ,1,kitap
"😂😂😂 ақша төлеңдер, оқисындар сосын",1,kitap
1 ақ бетпа не,1,kitap
1 беттен туратынды калай китап деп отыр. Тым пайдасы жок нарсе,1,kitap
1 кітап кайда,1,kitap
1 тарауга кайтип бармайды,1,kitap
19 ғасырдың жігіттері туралы ойымды өзгерттім,1,kitap
1айға төледым неге ашылмацды,1,kitap
2 бөлім қайда,1,kitap
2-ақ бет,1,kitap
21 гасыр адамдарын топастандырудын уздык амалы,1,kitap
23 минуттык сойлем 1800 тг жалгасы кайда,1,kitap
bari akyly,1,kitap
gree 👍👍 Мықты пікір! 1000% қосылам,1,kitap
jaqsy,1,kitap
Jok кітап,1,kitap
"olä, osy aq pa",1,kitap
rahmet,1,kitap
"Автор терең ойлап, кең толғап жазады, дүние бір жарылыстан пайда болғанына сенді, он сегіз мың ғаламды жобалар жаратқан Құдайдың барына сенбейді. Тым өкінішті!",1,kitap
"адамдар жаман болса да ,жақсы болса да бәрі бір тозаққа барады!Құдай жоқ деген жерден әрі зауқым соқпай қалды 😀.",1,kitap
Айман Шолпандар оқысын деп па😂,1,kitap
"Ақбілек науқандық кітап, қызылдарды мақтап, байларды жамандап бейшара қылып көрсетеді, болшевиктер келді де сиқыршы сияқты өмір керемет болып кеткендей қылып суреттейді,",1,kitap
ақша төлеп оқуы нашар екен,1,kitap
ақшаға оқытпай тегін жасаңшиш,1,kitap
ақшадан өлдіңдерма э бәрін платный кып🤬,1,kitap
Ақшам мен сюжет көрсетілмеген,1,kitap
Ақшамен стегені нес,1,kitap
Ақшасын толедим кире алмай отырмын қалай истесем болады???,1,kitap
ақшасын төледім енді неге ашылмайды,1,kitap
Ақылы ғой! Балаларда қайдағы ақша!,1,kitap
Ақылы екен!!!,1,kitap
Ақылы екен!!!!,1,kitap
Ақылы екен!!!!!,1,kitap
Ақылы!!!,1,kitap
Ақылы!!!!,1,kitap
Ақылы!!!!!!!,1,kitap
Ақымақтық. Қысқартулар мен сөздерді тілге жеңіл қылу тірі тілдің белгілері. Ешкім кітаптардағыдай сөйлеуге тиіс емес.,1,kitap
ақырын оқыш,1,kitap
алғы сөзден басқа түк жоқ,1,kitap
анау ырысбек деген көшіріп жберу керек ко әр әйелге ұрығын шаштырмай,1,kitap
Арiптерiнде кателiктер оте коп!,1,kitap
"ары қарай оқу үшін тіркел дейді, тіркелсем де жалғастырып оқи алмай отырмын, НЕГЕ ???",1,kitap
Ассалаумағалейкум неліктен тегің жасамасқа,1,kitap
атейстик китап окымандар Мусылман бауырлар вообще одан алыс болындар,1,kitap
"Аудармасы унамады, тусиниксиз",1,kitap
